[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[1,1;12]:[-1,0;12]:[-1,-6;15]:[3,0;12]:[-9,0;15]:[7,-2;15]:[-3,1;12]:[1,-1;13]:[13,-1;14]:[-17,-1;14]:[-1,2;15]:[13,1;14]:[-11,0;13]:[5,3;10]:[5,-3;13]:[7,-25;16]:[-3,5;13]:[-19,31;17]:[9,-22;16]:[-21,-21;14]:[9,-4;14]:[21,-4;16]:[-45,25;17]:[39,-8;16]:[41,27;17]:[17,10;15]:[0,0;0]:[9,39;17]:[5,-20;16]:[-19,7;16]:[-27,-21;15]:[1,-2;12]:[-19,-4;14]:[-41,14;16]:[21,11;15]:[-5,0;13]:[-1,0;12]:[-33,1;15]:[-9,-2;16]:[1,-4;14]:[-1,16;16]:[-1,-1;11]:[1,-2;12]:[17,-16;16]:[-7,6;14]:[3,-1;11]:[5,-5;13]:[59,37;16]:[9,-5;13]:[87,-57;17]:[-21,32;16]:[-3,-11;14]:[-13,0;14]:[55,2;16]:[25,-15;17]:[11,-8;16]:[27,-1;17]:[-9,6;15]:[-1,1;11]:[27,-5;17]:[-7,-4;16]:[17,-23;16]:[5,-9;15]:
[0,0;0]:[-1,-1;11]:[3,5;12]:[9,-3;13]:[-5,-2;10]:[13,-4;14]:[9,-7;13]:[19,-1;12]:[3,0;11]:[-5,2;10]:[7,3;13]:[19,0;14]:[-1,0;8]:[-1,-1;10]:[-3,0;10]:[1,2;11]:[17,5;15]:[1,0;6]:[11,-7;16]:[5,-4;15]:[1,-1;13]:[1,-2;12]:[9,-6;15]:[-3,15;16]:[-41,-4;14]:[-11,13;16]:[-5,6;13]:[1,-3;9]:[29,-7;16]:[-7,4;14]:[-31,-19;15]:[7,-1;14]:[-1,1;11]:[-5,-1;12]:[1,10;15]:[-1,7;14]:[-1,-5;12]:[5,-2;11]:[-3,-11;14]:[1,10;15]:[-7,1;12]:[-1,10;15]:[1,0;9]:[-13,-2;11]:[1,6;15]:[1,3;12]:[1,1;8]:[-1,1;12]:[9,-9;15]:[3,0;9]:[37,33;16]:[-1,6;15]:[-1,1;13]:[-5,2;12]:[3,4;15]:[-13,-9;16]:[3,6;14]:[19,5;16]:[21,-8;13]:[1,-2;8]:[-5,17;16]:[5,10;14]:[-23,7;15]:[-1,-1;14]:
[0,0;0]:[-3,-2;10]:[5,-1;12]:[1,7;14]:[-9,4;11]:[-1,2;14]:[1,-5;14]:[-9,-1;12]:[5,1;13]:[17,-9;13]:[-13,-7;13]:[11,-2;14]:[21,-5;13]:[-5,1;13]:[-1,0;8]:[1,2;12]:[-1,-3;15]:[7,0;12]:[5,-11;16]:[9,5;15]:[1,0;12]:[-9,1;13]:[13,5;15]:[11,-5;16]:[-27,3;15]:[9,-11;16]:[-13,3;14]:[5,2;8]:[-23,5;16]:[-1,-3;15]:[-19,3;15]:[-15,-5;14]:[0,0;0]:[-9,3;13]:[-1,8;15]:[-9,3;14]:[1,-4;12]:[-1,-1;10]:[25,9;14]:[-1,8;15]:[-15,-11;13]:[-13,12;15]:[3,-4;10]:[-1,-1;10]:[-3,4;15]:[1,7;13]:[-3,-1;8]:[1,0;11]:[3,7;15]:[7,0;12]:[7,5;16]:[-21,-1;15]:[-1,0;12]:[21,-9;13]:[-17,-1;15]:[9,-21;16]:[1,7;15]:[-29,13;16]:[-3,1;14]:[1,4;10]:[3,-3;16]:[27,-7;15]:[-7,1;15]:[-7,-9;14]:
[0,0;0]:[-1,-1;9]:[-1,1;10]:[7,11;11]:[-1,1;8]:[9,10;12]:[-1,-1;11]:[-1,-1;10]:[-1,0;9]:[1,0;8]:[-1,-1;11]:[-1,-6;12]:[0,0;0]:[-1,1;8]:[1,0;8]:[-1,2;9]:[1,-9;13]:[-1,2;8]:[-5,-13;14]:[-11,0;13]:[1,-1;11]:[5,0;10]:[-7,-2;13]:[-3,-11;14]:[1,-4;12]:[-11,11;14]:[1,0;11]:[0,0;0]:[-3,7;14]:[-1,0;12]:[-7,-1;13]:[-1,3;12]:[-1,1;9]:[-3,5;10]:[-3,-4;13]:[-1,-5;12]:[-1,3;10]:[1,0;9]:[-3,1;12]:[-3,-4;13]:[-3,1;10]:[11,16;13]:[-1,-1;7]:[-1,0;9]:[-11,0;13]:[1,-5;10]:[1,0;5]:[-1,1;10]:[-15,9;13]:[-1,1;8]:[13,-9;14]:[-1,2;13]:[-1,1;11]:[-1,0;10]:[3,0;13]:[-5,1;14]:[-3,2;12]:[-21,7;14]:[-1,-2;11]:[1,0;7]:[-13,3;14]:[-5,2;12]:[-7,9;13]:[7,3;12]:
[0,0;0]:[-9,2;12]:[7,-4;11]:[21,0;15]:[7,-2;12]:[-7,-16;15]:[-3,12;15]:[1,1;10]:[3,-4;12]:[-3,5;14]:[13,-7;14]:[5,6;15]:[-7,7;14]:[-1,1;10]:[3,0;10]:[3,-1;13]:[-19,-3;16]:[-1,-9;13]:[-1,13;17]:[-11,-2;16]:[-3,2;14]:[-9,2;14]:[5,-4;16]:[-47,-21;17]:[1,-10;16]:[3,-3;17]:[31,12;15]:[-3,3;9]:[-53,-47;17]:[-13,6;16]:[-21,1;16]:[-37,33;15]:[11,5;12]:[-1,2;14]:[-15,10;16]:[-21,15;15]:[-3,-4;13]:[-1,1;12]:[1,1;15]:[-15,-6;16]:[-5,-2;14]:[13,-8;16]:[5,-1;11]:[9,-3;12]:[-29,8;16]:[-5,8;14]:[3,0;11]:[-5,0;13]:[-7,7;16]:[-1,-3;13]:[-19,-3;17]:[43,56;16]:[-5,6;14]:[29,18;14]:[27,-26;16]:[-13,11;17]:[-19,6;16]:[1,41;17]:[1,-4;15]:[-1,1;11]:[9,-19;17]:[31,22;16]:[7,-1;16]:[-5,5;15]:
[0,0;0]:[-3,-2;10]:[-3,-1;12]:[-7,11;14]:[-1,4;11]:[-9,2;14]:[-7,-1;14]:[-1,-9;12]:[5,1;13]:[-15,3;13]:[11,-7;13]:[3,-2;14]:[5,7;13]:[-5,1;13]:[-1,0;8]:[-7,-2;12]:[-9,-3;15]:[-9,0;12]:[13,-11;16]:[1,5;15]:[1,0;12]:[-1,-3;13]:[5,5;15]:[3,-5;16]:[-19,-1;15]:[17,-11;16]:[-5,-1;14]:[-7,-2;8]:[-15,5;16]:[-9,1;15]:[-11,3;15]:[25,-5;14]:[0,0;0]:[-1,-1;13]:[-9,8;15]:[15,3;14]:[1,-4;12]:[3,-1;10]:[1,9;14]:[-9,8;15]:[-23,-7;13]:[-21,12;15]:[3,-4;10]:[3,-1;10]:[5,4;15]:[-7,-5;13]:[-3,-1;8]:[1,0;11]:[-5,7;15]:[7,0;12]:[-1,5;16]:[19,-1;15]:[-1,0;12]:[-19,11;13]:[23,-1;15]:[17,-21;16]:[-23,3;15]:[-37,13;16]:[-11,5;14]:[1,0;10]:[-5,-3;16]:[-13,-3;15]:[1,1;15]:[1,-9;14]:
[0,0;0]:[-5,-3;11]:[1,7;12]:[-1,0;13]:[-3,-3;10]:[-15,10;14]:[7,-4;13]:[13,-7;12]:[1,-3;11]:[1,-4;11]:[-5,5;13]:[-5,6;14]:[1,3;11]:[1,0;7]:[3,0;10]:[9,5;11]:[-15,-1;15]:[3,1;10]:[3,23;16]:[-3,2;15]:[5,-3;13]:[-1,1;12]:[-7,8;15]:[21,1;16]:[41,5;14]:[17,-9;16]:[1,1;13]:[-1,-3;9]:[-7,3;16]:[15,-1;14]:[13,15;15]:[-9,9;14]:[3,-3;11]:[1,0;12]:[5,0;15]:[7,1;14]:[3,3;12]:[9,-4;11]:[5,3;14]:[5,0;15]:[-1,-6;12]:[7,0;15]:[1,-1;9]:[-9,-4;11]:[25,-16;15]:[11,0;12]:[0,0;0]:[3,-1;12]:[-23,9;15]:[-1,-4;10]:[-35,-21;16]:[-1,0;15]:[-5,3;13]:[-3,3;12]:[-5,6;15]:[11,-3;16]:[21,7;14]:[-9,-5;16]:[-9,1;13]:[-1,1;7]:[-33,7;16]:[11,5;14]:[21,-7;15]:[-1,1;14]:
[0,0;0]:[19,17;15]:[47,9;16]:[5,-10;17]:[-7,4;13]:[-11,5;16]:[37,-22;17]:[-85,-5;16]:[-15,7;17]:[1,-2;12]:[-21,-8;15]:[1,6;16]:[-13,-2;14]:[-15,15;17]:[-3,6;13]:[-19,1;15]:[33,10;17]:[-5,-3;15]:[-85,10;18]:[-23,-18;18]:[21,-17;17]:[9,-14;16]:[-73,-32;18]:[-67,-6;18]:[-9,58;18]:[-9,-6;18]:[21,12;17]:[-13,1;12]:[11,-36;18]:[-43,34;18]:[-3,37;17]:[23,-17;16]:[-1,1;15]:[-17,4;16]:[-3,-5;17]:[-15,0;13]:[-1,-7;13]:[15,-30;15]:[15,-16;14]:[13,-29;17]:[7,-5;16]:[-35,20;17]:[-1,2;13]:[-19,-26;15]:[3,-12;17]:[19,-9;16]:[-17,0;14]:[-5,5;16]:[1,14;17]:[-3,-7;15]:[89,66;18]:[-63,20;18]:[3,17;17]:[3,-6;16]:[-65,-26;18]:[55,26;18]:[51,-30;18]:[73,12;18]:[-25,16;17]:[9,4;13]:[29,-26;18]:[9,18;18]:[17,1;17]:[-13,23;16]:
[0,0;0]:[7,3;15]:[43,39;16]:[17,-8;17]:[7,2;13]:[17,4;16]:[1,-4;17]:[-1,25;16]:[17,-29;17]:[5,11;12]:[33,-19;15]:[5,3;16]:[19,-2;14]:[-7,-1;17]:[3,2;13]:[-11,-1;15]:[19,-7;17]:[23,-3;15]:[45,-41;18]:[71,50;18]:[25,-3;17]:[1,-52;16]:[-19,-56;18]:[-53,53;18]:[79,-8;18]:[25,1;18]:[-3,2;17]:[1,-5;12]:[-11,11;18]:[13,4;18]:[31,8;17]:[21,-8;16]:[3,-13;15]:[19,2;16]:[-35,6;17]:[3,-5;15]:[1,-1;10]:[-9,-12;15]:[3,-8;15]:[13,-18;17]:[11,-3;16]:[45,-11;17]:[-5,0;13]:[21,-4;15]:[19,-13;17]:[31,1;16]:[7,0;14]:[-9,-33;16]:[-1,5;17]:[25,21;15]:[19,-11;18]:[-37,44;18]:[-33,51;17]:[11,8;16]:[-15,2;18]:[-83,-33;18]:[-13,-8;18]:[67,-67;18]:[7,-38;17]:[-3,-4;13]:[-33,-1;18]:[-71,12;18]:[-1,12;17]:[-31,-24;16]:
[0,0;0]:[7,0;13]:[-1,1;12]:[61,-16;16]:[-9,2;13]:[-29,20;16]:[-27,12;16]:[1,0;10]:[3,0;11]:[13,-11;15]:[19,11;15]:[15,-10;16]:[9,-9;15]:[-9,-8;13]:[5,-4;11]:[7,-7;14]:[-21,-13;17]:[3,-5;14]:[113,67;18]:[23,4;17]:[-23,4;15]:[-1,2;15]:[-17,10;17]:[-1,21;18]:[-31,26;17]:[-195,-81;18]:[-25,8;16]:[0,0;0]:[5,-45;18]:[35,2;17]:[21,-1;17]:[-3,-13;16]:[7,-11;13]:[23,-6;15]:[3,-6;17]:[-7,9;16]:[-1,-10;14]:[-1,1;13]:[-13,-17;16]:[3,-22;17]:[-1,8;15]:[47,20;17]:[1,-5;12]:[1,1;13]:[1,12;17]:[-1,2;15]:[-9,0;12]:[-1,10;14]:[39,25;17]:[-5,9;14]:[-5,19;18]:[-15,10;17]:[-1,-12;15]:[-11,10;15]:[-23,-32;17]:[5,21;18]:[29,-22;17]:[23,-45;18]:[-23,0;16]:[-3,1;12]:[31,-25;18]:[-65,50;17]:[17,-31;17]:[13,7;16]:
