[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-1283,-1131;25]:[-291,1630;26]:[637,1126;26]:[-155,-10;27]:[849,-496;22]:[-1419,-134;28]:[571,2150;28]:[757,-308;27]:[245,1023;24]:[3173,1206;28]:[3115,3430;28]:[-675,1797;26]:[-423,112;25]:[-97,-280;27]:[-395,-90;27]:
[0,0;0]:[1209,943;25]:[-2195,-1296;26]:[-83,-264;26]:[245,-376;27]:[57,-54;22]:[469,-52;28]:[-2341,-1676;28]:[253,974;27]:[-839,1465;24]:[1461,1672;28]:[5515,-300;28]:[3001,-1137;26]:[-1103,-246;25]:[-1177,-722;27]:[-1371,-1480;27]:
[0,0;0]:[159,146;23]:[625,-77;24]:[545,27;24]:[-887,-581;25]:[-223,185;20]:[-223,-113;26]:[335,-191;26]:[453,-15;25]:[-373,580;22]:[2601,1019;26]:[-3105,-1455;26]:[-769,1130;24]:[-143,49;23]:[-665,-553;25]:[649,539;25]:
[0,0;0]:[-303,130;19]:[-81,-39;20]:[-129,-15;20]:[183,109;21]:[-21,-9;16]:[-129,265;22]:[-111,135;22]:[-197,119;21]:[69,48;18]:[-249,-83;22]:[-111,-121;22]:[17,30;20]:[207,171;19]:[-63,-511;21]:[-449,109;21]:
[0,0;0]:[775,93;25]:[187,-1068;26]:[-837,524;26]:[-3181,2860;27]:[-305,-246;22]:[-3757,-1336;28]:[2941,3640;28]:[-1285,-2314;27]:[-105,483;24]:[-2285,3180;28]:[-2547,2072;28]:[-1305,-1843;26]:[359,-934;25]:[-959,-674;27]:[-637,924;27]:
[0,0;0]:[805,-63;25]:[-1603,378;26]:[797,-1406;26]:[-731,-126;27]:[-239,108;22]:[-6507,-954;28]:[539,4186;28]:[3461,-1736;27]:[-243,-469;24]:[-2459,-1022;28]:[203,154;28]:[3237,1537;26]:[-1303,1020;25]:[591,-628;27]:[-427,658;27]:
[0,0;0]:[257,10;21]:[111,-359;22]:[-321,177;22]:[567,-395;23]:[155,107;18]:[479,1041;24]:[625,1215;24]:[539,-417;23]:[5,24;20]:[551,-299;24]:[625,-353;24]:[1,-26;22]:[367,-197;21]:[193,-39;23]:[-161,245;23]:
[0,0;0]:[1167,-856;24]:[197,-75;25]:[1045,189;25]:[93,-115;26]:[-147,-149;21]:[4165,689;27]:[235,-513;27]:[-3663,-1173;26]:[-189,-158;23]:[-1283,77;27]:[571,-401;27]:[943,928;25]:[-547,-317;24]:[1787,-2187;26]:[-1379,973;26]:
[0,0;0]:[-329,-118;21]:[-543,15;22]:[-175,-361;22]:[-427,851;23]:[-27,-9;18]:[445,39;24]:[339,-279;24]:[497,-31;23]:[203,100;20]:[229,-805;24]:[707,-1007;24]:[-21,118;22]:[-111,-379;21]:[179,-69;23]:[573,487;23]:
[0,0;0]:[-377,-90;21]:[105,-477;22]:[-615,-21;22]:[-627,-353;23]:[21,-45;18]:[789,-205;24]:[891,-675;24]:[761,-419;23]:[-213,-192;20]:[701,455;24]:[587,261;24]:[-53,-102;22]:[-279,249;21]:[-261,-417;23]:[133,323;23]:
[0,0;0]:[-207,4;21]:[-1005,-141;22]:[771,203;22]:[527,-333;23]:[27,27;18]:[23,-577;24]:[345,-783;24]:[219,-499;23]:[-43,42;20]:[-465,267;24]:[-615,377;24]:[109,-76;22]:[491,-35;21]:[249,271;23]:[31,655;23]:
[0,0;0]:[13,-108;21]:[135,39;22]:[-329,-225;22]:[-45,87;23]:[159,111;18]:[-709,-525;24]:[-651,-387;24]:[-977,-311;23]:[33,2;20]:[179,-177;24]:[245,-219;24]:[-39,20;22]:[-193,41;21]:[-1163,419;23]:[-1085,707;23]:
[0,0;0]:[-643,-209;24]:[137,-868;25]:[265,-1148;25]:[-2655,-1364;26]:[29,-122;21]:[1505,-768;27]:[-753,1088;27]:[-839,-518;26]:[365,337;23]:[3137,-2996;27]:[-3809,992;27]:[877,-601;25]:[205,30;24]:[2155,978;26]:[-1983,-948;26]:
[0,0;0]:[-419,-203;24]:[-1395,414;25]:[-1875,678;25]:[2245,1630;26]:[-231,120;21]:[3413,-2494;27]:[-2213,2014;27]:[-11,-460;26]:[-363,-225;23]:[3429,1982;27]:[-1493,-738;27]:[493,301;25]:[-87,144;24]:[1327,848;26]:[-1307,-834;26]:
[0,0;0]:[-1115,-92;24]:[447,-1045;25]:[2415,-125;25]:[135,-205;26]:[263,-3;21]:[1823,-1953;27]:[-1679,2033;27]:[1363,333;26]:[-271,-270;23]:[-3353,755;27]:[-31,-2175;27]:[-955,108;25]:[-649,-667;24]:[-1711,-573;26]:[-1657,-1421;26]:
