[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-5,1;7]:[-1,1;8]:[-1,0;4]:[1,-3;11]:[-1,0;7]:[-1,3;7]:[5,1;11]:[-9,-3;11]:[-1,0;5]:[-3,-2;7]:[-5,9;11]:[-1,-8;10]:[1,1;8]:[1,2;7]:[-5,0;10]:
[0,0;0]:[3,0;6]:[-1,0;6]:[0,0;0]:[-9,8;11]:[1,0;7]:[3,0;7]:[-5,-8;11]:[-11,-6;11]:[1,0;7]:[3,0;7]:[-7,2;11]:[-1,5;10]:[1,0;5]:[3,0;5]:[-5,1;10]:
[0,0;0]:[-1,0;6]:[-1,0;6]:[0,0;0]:[-13,-12;11]:[1,0;7]:[-1,0;7]:[7,-12;11]:[-7,6;11]:[1,0;7]:[-1,0;7]:[13,-2;11]:[3,5;10]:[1,0;5]:[-1,0;5]:[-17,1;10]:
[0,0;0]:[1,1;7]:[-5,-1;8]:[-1,0;4]:[-5,5;11]:[5,0;7]:[1,-1;7]:[7,9;11]:[-11,1;11]:[-1,0;4]:[-1,0;7]:[1,-3;11]:[9,-2;10]:[1,-5;8]:[-1,0;7]:[-3,-2;10]:
[0,0;0]:[1,0;4]:[1,0;4]:[0,0;0]:[-1,-6;9]:[-1,0;5]:[1,0;5]:[3,2;9]:[5,0;9]:[-1,0;5]:[1,0;5]:[9,0;9]:[3,-1;8]:[-1,0;3]:[1,0;3]:[-1,3;8]:
[0,0;0]:[-3,3;8]:[-3,3;8]:[0,0;0]:[5,2;11]:[-1,1;7]:[1,-1;7]:[9,-6;11]:[-1,-4;11]:[-1,-2;6]:[1,2;6]:[3,12;11]:[1,-7;10]:[3,1;8]:[-3,-1;8]:[-3,-3;10]:
[0,0;0]:[-5,-1;8]:[1,-1;8]:[-1,0;2]:[-3,4;11]:[-1,-1;7]:[1,3;7]:[1,4;11]:[-1,2;11]:[1,0;6]:[-1,3;6]:[3,-6;11]:[5,3;10]:[-1,1;8]:[-1,-1;8]:[1,-1;10]:
[0,0;0]:[-1,1;8]:[5,1;8]:[-1,0;2]:[3,-4;11]:[1,3;7]:[-1,-1;7]:[-1,-4;11]:[1,-2;11]:[-1,3;6]:[1,0;6]:[-3,6;11]:[-5,-3;10]:[-1,-1;8]:[-1,1;8]:[-1,1;10]:
[0,0;0]:[-1,0;6]:[-1,0;6]:[0,0;0]:[-9,4;11]:[1,0;7]:[-1,0;7]:[-5,4;11]:[5,-18;11]:[1,0;7]:[-1,0;7]:[9,6;11]:[7,1;10]:[1,0;5]:[-1,0;5]:[3,13;10]:
[0,0;0]:[-1,-2;8]:[-1,-2;8]:[0,0;0]:[5,2;8]:[-1,1;6]:[1,-1;6]:[-7,2;8]:[-1,4;8]:[1,0;7]:[-1,0;7]:[3,4;8]:[1,1;7]:[-1,-2;8]:[1,2;8]:[-3,1;7]:
[0,0;0]:[-5,-1;8]:[1,1;7]:[1,0;4]:[-5,5;11]:[-1,1;7]:[-5,0;7]:[7,9;11]:[-11,1;11]:[1,0;7]:[1,0;4]:[1,-3;11]:[9,-2;10]:[1,0;7]:[-1,5;8]:[-3,-2;10]:
[0,0;0]:[5,1;8]:[5,1;8]:[0,0;0]:[-1,10;11]:[-3,1;7]:[3,-1;7]:[11,2;11]:[-3,0;11]:[1,1;6]:[-1,-1;6]:[9,0;11]:[11,-1;10]:[-1,3;8]:[1,-3;8]:[-1,-5;10]:
[0,0;0]:[-1,0;6]:[3,0;6]:[0,0;0]:[-9,8;11]:[-3,0;7]:[-1,0;7]:[-5,-8;11]:[-11,-6;11]:[-3,0;7]:[-1,0;7]:[-7,2;11]:[-1,5;10]:[-3,0;5]:[-1,0;5]:[-5,1;10]:
[0,0;0]:[1,-1;8]:[5,-1;7]:[-1,0;4]:[-1,3;11]:[-1,3;7]:[-1,0;7]:[-5,-1;11]:[9,3;11]:[-3,-2;7]:[-1,0;5]:[5,-9;11]:[1,8;10]:[1,2;7]:[1,1;8]:[5,0;10]:
[0,0;0]:[1,2;8]:[-1,-2;8]:[-1,0;2]:[0,0;0]:[-3,-1;6]:[-3,-1;6]:[0,0;0]:[0,0;0]:[-3,2;7]:[-3,2;7]:[0,0;0]:[0,0;0]:[-1,2;8]:[-1,2;8]:[0,0;0]:
