[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-7,1;12]:[9,-3;13]:[13,8;13]:[11,-6;14]:[-1,6;14]:[-9,-11;12]:[17,-6;13]:[-57,-22;14]:[13,-14;14]:[-7,3;12]:[19,-14;13]:[-9,5;9]:[17,8;12]:[15,6;13]:[7,1;13]:
[0,0;0]:[-7,4;10]:[-3,7;11]:[9,3;11]:[7,-3;12]:[3,-7;12]:[1,-8;10]:[-3,7;11]:[19,5;12]:[-7,7;12]:[-9,4;10]:[7,-3;11]:[1,0;7]:[-5,0;10]:[19,7;11]:[-9,-5;11]:
[0,0;0]:[-9,-7;13]:[9,0;12]:[-5,27;14]:[11,-13;15]:[-29,7;15]:[-51,-2;13]:[29,1;14]:[3,19;15]:[-27,25;15]:[-17,18;13]:[11,-9;14]:[5,-2;10]:[-7,-3;12]:[-31,-31;14]:[7,3;12]:
[0,0;0]:[31,-24;15]:[11,-23;13]:[-13,16;16]:[-59,15;17]:[-43,13;17]:[19,-10;15]:[43,-5;16]:[21,1;17]:[155,85;17]:[-3,0;15]:[53,3;16]:[-13,-14;12]:[-19,23;14]:[49,-36;16]:[7,-5;11]:
[0,0;0]:[-23,-33;13]:[3,-4;10]:[-31,3;14]:[11,10;15]:[35,-16;15]:[15,-13;13]:[-19,-8;14]:[-5,4;15]:[-19,10;15]:[1,15;13]:[3,-2;14]:[-1,-1;10]:[-9,12;12]:[-37,21;14]:[-7,-9;11]:
[0,0;0]:[29,32;15]:[-15,-9;13]:[57,8;16]:[103,-39;17]:[103,-37;17]:[-23,-18;15]:[-39,-67;16]:[-57,55;17]:[25,-45;17]:[7,-20;15]:[23,-11;16]:[9,-14;12]:[-9,13;14]:[-13,-36;16]:[-11,-5;11]:
[0,0;0]:[1,2;8]:[19,3;12]:[-1,-2;11]:[15,-4;11]:[-9,3;11]:[1,2;9]:[1,9;10]:[7,-9;11]:[9,-4;11]:[1,-1;9]:[7,-2;10]:[1,0;6]:[7,3;11]:[-5,-6;11]:[-27,-7;12]:
[0,0;0]:[5,-12;15]:[-19,-29;13]:[-15,60;16]:[31,-3;17]:[-65,-1;17]:[41,-6;15]:[65,25;16]:[-65,27;17]:[1,-81;17]:[7,16;15]:[47,25;16]:[9,-2;12]:[31,-31;14]:[-37,24;16]:[-1,-1;11]:
[0,0;0]:[-15,28;13]:[5,-7;11]:[-19,-4;14]:[27,33;15]:[-5,11;15]:[-19,2;13]:[5,13;14]:[-5,23;15]:[5,-5;15]:[35,16;13]:[-21,-19;14]:[-3,-2;10]:[-5,9;12]:[-17,24;14]:[5,-2;9]:
[0,0;0]:[3,-24;15]:[15,-3;13]:[7,16;16]:[145,3;17]:[33,41;17]:[7,14;15]:[-33,63;16]:[-31,77;17]:[-49,-47;17]:[-55,-16;15]:[-63,39;16]:[-25,-6;12]:[-7,11;14]:[13,-20;16]:[3,3;11]:
[0,0;0]:[-5,1;11]:[-1,0;7]:[3,1;12]:[43,10;13]:[-9,-8;13]:[3,-1;11]:[9,-16;12]:[15,-4;13]:[13,10;13]:[-7,-1;11]:[-13,14;12]:[3,3;8]:[5,2;10]:[1,-1;12]:[9,-2;9]:
[0,0;0]:[-1,-8;14]:[-21,1;12]:[19,0;15]:[-43,15;16]:[5,-19;16]:[3,6;14]:[-5,27;15]:[-59,33;16]:[11,21;16]:[-19,-16;14]:[-59,-61;15]:[3,2;11]:[13,-9;13]:[17,-20;15]:[7,-9;10]:
[0,0;0]:[9,-10;13]:[5,10;12]:[85,-8;14]:[19,10;15]:[-41,6;15]:[15,13;13]:[-7,-14;14]:[-33,-6;15]:[5,10;15]:[1,19;13]:[-5,-10;14]:[-1,-3;10]:[-11,-8;12]:[-25,16;14]:[-3,1;12]:
[0,0;0]:[9,-2;14]:[3,-3;12]:[-35,-26;15]:[-5,39;16]:[-21,-103;16]:[-39,8;14]:[-11,-1;15]:[-5,-43;16]:[53,-59;16]:[-41,10;14]:[-5,3;15]:[-7,-4;11]:[-13,-13;13]:[-1,6;15]:[-1,0;9]:
[0,0;0]:[-9,7;12]:[13,-15;13]:[-5,-6;13]:[1,26;14]:[13,42;14]:[5,-9;12]:[3,6;13]:[-27,-10;14]:[39,-6;14]:[-13,5;12]:[-7,10;13]:[5,-1;9]:[-11,-18;12]:[9,-4;13]:[3,-7;13]:
