[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[5,1;11]:[-7,-5;11]:[9,3;12]:[-3,2;8]:[3,-1;9]:[7,-3;12]:[5,-3;11]:[3,-3;9]:[-3,-1;12]:[3,8;10]:[17,11;11]:[29,-13;12]:[1,-1;9]:[1,1;8]:[1,2;8]:
[0,0;0]:[-5,-1;10]:[7,5;10]:[-9,-3;11]:[-1,-2;7]:[-3,1;8]:[-7,3;11]:[-5,3;10]:[-3,3;8]:[-17,-3;11]:[1,0;9]:[11,1;10]:[15,-7;11]:[-1,1;8]:[-1,-1;7]:[-1,-2;7]:
[0,0;0]:[5,1;11]:[-7,-5;11]:[9,3;12]:[1,-6;8]:[3,-1;9]:[7,-3;12]:[5,-3;11]:[3,-3;9]:[-31,-5;12]:[-1,-8;10]:[5,-9;11]:[1,-1;12]:[1,-1;9]:[1,1;8]:[1,2;8]:
[0,0;0]:[3,-2;8]:[-19,3;11]:[-11,-3;10]:[0,0;0]:[-5,1;10]:[5,-1;10]:[-5,1;11]:[-5,1;11]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[-11,-1;11]:[11,2;9]:[-15,1;10]:
[0,0;0]:[3,-3;10]:[-5,5;10]:[7,-9;11]:[-1,0;7]:[3,5;8]:[9,1;11]:[-1,-1;10]:[-5,-2;8]:[7,-5;11]:[5,-2;9]:[3,-1;10]:[-9,-9;11]:[1,-2;8]:[-3,1;7]:[1,-1;7]:
[0,0;0]:[1,0;9]:[-3,3;11]:[1,-1;6]:[1,0;6]:[1,5;10]:[1,4;8]:[7,9;11]:[-5,-3;11]:[-7,5;10]:[-5,2;8]:[-3,1;9]:[9,9;10]:[5,-5;11]:[3,-4;9]:[1,-3;10]:
[0,0;0]:[-1,3;10]:[1,-1;8]:[1,1;11]:[-1,0;7]:[-9,2;9]:[-5,15;11]:[5,2;7]:[5,1;10]:[7,-5;11]:[5,-2;9]:[3,-1;10]:[-9,-9;11]:[3,-1;10]:[1,-1;8]:[-1,-1;9]:
[0,0;0]:[-1,0;5]:[-3,2;8]:[3,-2;7]:[0,0;0]:[-1,0;7]:[3,4;7]:[-5,-2;8]:[1,2;7]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[3,-2;7]:[1,-1;5]:[1,0;6]:
[0,0;0]:[9,-7;11]:[13,-5;11]:[13,3;12]:[-3,-2;8]:[-1,-1;9]:[3,-3;12]:[-7,5;11]:[-1,1;9]:[5,11;12]:[3,-4;10]:[-7,7;11]:[5,-1;12]:[-11,-5;9]:[-3,1;8]:[-3,2;8]:
[0,0;0]:[3,-5;10]:[-1,-5;10]:[7,5;11]:[3,2;7]:[-1,1;8]:[-7,3;11]:[3,-3;10]:[1,0;7]:[-5,-11;11]:[-3,4;9]:[7,-7;10]:[-5,1;11]:[-1,-2;7]:[-3,0;7]:[-1,0;3]:
[0,0;0]:[-3,-3;11]:[-15,-5;11]:[1,7;12]:[-3,-2;8]:[-1,3;9]:[-17,9;12]:[13,-11;11]:[1,1;9]:[5,11;12]:[3,-4;10]:[-7,7;11]:[5,-1;12]:[3,3;9]:[-3,-1;8]:[-5,-2;8]:
[0,0;0]:[-5,4;8]:[-7,7;11]:[-11,5;10]:[0,0;0]:[7,9;10]:[-3,-1;10]:[-1,5;11]:[17,11;11]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[-1,-3;11]:[1,2;9]:[3,-1;10]:
[0,0;0]:[-1,-1;10]:[7,3;10]:[11,9;11]:[-1,2;7]:[3,-1;8]:[5,-1;11]:[3,-3;10]:[-1,0;8]:[-5,5;11]:[-3,-4;9]:[7,1;10]:[-5,1;11]:[-3,4;8]:[1,3;7]:[1,-3;7]:
[0,0;0]:[-7,-4;9]:[3,1;11]:[1,2;8]:[1,-2;6]:[3,-1;10]:[0,0;0]:[1,3;11]:[7,-7;11]:[5,-5;10]:[3,4;8]:[-7,-1;9]:[5,-1;10]:[-7,7;11]:[7,0;9]:[5,-3;10]:
[0,0;0]:[-13,-7;10]:[-1,-1;7]:[-7,-1;11]:[-1,2;7]:[5,-4;9]:[-5,1;11]:[-1,3;8]:[9,-7;10]:[-5,5;11]:[-3,-4;9]:[7,1;10]:[-5,1;11]:[-1,-1;10]:[1,-1;8]:[3,3;9]:
