[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[489,5;22]:[-167,-80;19]:[-173,-95;22]:[-105,304;21]:[177,59;21]:[91,42;18]:[69,-527;21]:[71,352;21]:[-205,1;23]:[-301,-4;22]:[-69,607;23]:[219,-112;21]:[-425,-323;23]:[-251,-68;22]:[551,-501;23]:
[0,0;0]:[123,72;25]:[125,103;22]:[1157,778;25]:[1035,-519;24]:[607,102;24]:[59,-313;21]:[791,-352;24]:[-77,1065;24]:[1157,458;26]:[1615,569;25]:[-175,-824;26]:[-489,1349;24]:[-895,-878;26]:[-583,-1081;25]:[1237,-8;26]:
[0,0;0]:[-99,-307;21]:[-35,-8;18]:[-1,17;21]:[107,188;20]:[37,31;20]:[-33,-50;17]:[-87,205;20]:[115,16;20]:[-65,65;22]:[-89,64;21]:[-393,727;22]:[-137,272;20]:[-141,-83;22]:[273,248;21]:[-493,-333;22]:
[0,0;0]:[1823,89;26]:[739,402;23]:[2253,-3343;26]:[-1131,-490;25]:[135,235;25]:[-167,60;22]:[59,-27;25]:[-99,94;25]:[-2707,305;27]:[2121,802;26]:[2877,1563;27]:[-359,-74;25]:[-151,-2611;27]:[1183,246;26]:[-367,407;27]:
[0,0;0]:[-797,131;25]:[35,84;22]:[1217,479;25]:[-299,1228;24]:[355,-315;24]:[353,218;21]:[527,-697;24]:[-131,-1164;24]:[1537,15;26]:[441,1040;25]:[1001,-791;26]:[-1479,212;24]:[-1555,-717;26]:[-369,504;25]:[-1299,253;26]:
[0,0;0]:[-57,-114;20]:[93,15;17]:[65,44;20]:[-149,55;19]:[-129,-38;19]:[11,-3;16]:[-345,-12;19]:[139,161;19]:[161,-52;21]:[15,75;20]:[165,-318;21]:[-145,-27;19]:[221,68;21]:[89,101;20]:[297,-414;21]:
[0,0;0]:[323,-761;26]:[235,120;23]:[-239,411;26]:[333,-1040;25]:[2227,1033;25]:[233,478;22]:[271,-533;25]:[1845,-1496;25]:[-207,187;27]:[561,-220;26]:[-791,-187;27]:[1041,952;25]:[3229,207;27]:[1303,324;26]:[2349,-2071;27]:
[0,0;0]:[2241,-691;26]:[-263,-424;23]:[-293,1001;26]:[-721,496;25]:[465,-189;25]:[-157,426;22]:[1349,825;25]:[807,952;25]:[1403,937;27]:[1659,172;26]:[2019,535;27]:[-1253,-408;25]:[31,2245;27]:[3741,-1076;26]:[719,1763;27]:
[0,0;0]:[901,105;25]:[-115,296;22]:[1639,165;25]:[-485,-424;24]:[1301,-569;24]:[-1,-102;21]:[-391,213;24]:[-13,16;24]:[4455,-715;26]:[-1001,-1628;25]:[-369,411;26]:[247,-416;24]:[-1701,-959;26]:[865,628;25]:[363,151;26]:
[0,0;0]:[187,44;19]:[-33,107;16]:[21,38;19]:[87,53;18]:[-3,-96;18]:[23,7;15]:[-19,46;18]:[9,1;18]:[-155,230;20]:[-121,-19;19]:[329,28;20]:[61,45;18]:[89,182;20]:[-95,-45;19]:[-43,-76;20]:
[0,0;0]:[107,825;26]:[439,-226;23]:[1153,2201;26]:[-95,474;25]:[2723,-477;25]:[-91,-328;22]:[-585,69;25]:[-439,66;25]:[-4511,-1223;27]:[-795,102;26]:[993,667;27]:[-683,-886;25]:[4429,-1483;27]:[291,-590;26]:[-1211,407;27]:
[0,0;0]:[129,-109;24]:[-251,314;21]:[-1245,-285;24]:[147,374;23]:[73,897;23]:[-193,-80;20]:[-91,-153;23]:[-213,-2;23]:[2179,403;25]:[95,-6;24]:[99,-71;25]:[-625,-330;23]:[2375,-889;25]:[-71,-498;24]:[-625,173;25]:
[0,0;0]:[667,1414;25]:[9,105;22]:[13,-564;25]:[1439,343;24]:[279,-212;24]:[-473,197;21]:[-233,-106;24]:[-441,247;24]:[141,-852;26]:[-1821,1535;25]:[-1935,-990;26]:[91,315;24]:[41,-52;26]:[1829,721;25]:[1461,506;26]:
[0,0;0]:[1091,-205;22]:[59,-60;19]:[-95,-17;22]:[69,-180;21]:[-5,69;21]:[97,-22;18]:[295,151;21]:[165,28;21]:[129,-209;23]:[-455,352;22]:[-311,-599;23]:[-31,-132;21]:[-115,-141;23]:[-241,40;22]:[-1363,-419;23]:
[0,0;0]:[175,581;23]:[-229,-114;20]:[461,-27;23]:[-339,-142;22]:[-313,23;22]:[97,-200;19]:[-373,-239;22]:[-43,-406;22]:[621,341;24]:[33,590;23]:[173,303;24]:[369,18;22]:[233,513;24]:[1095,-534;23]:[-319,-485;24]:
