[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-179,92;19]:[125,-339;26]:[-1441,-1792;27]:[-117,1890;25]:[-291,166;27]:[693,52;25]:[217,-199;24]:[473,-870;26]:[2193,1141;25]:[-1747,388;27]:[-1695,525;26]:[1355,1106;27]:[893,391;25]:[1233,-2434;26]:[-567,339;25]:
[0,0;0]:[-279,34;20]:[-5339,-1893;27]:[955,-1986;28]:[1071,-1088;26]:[3081,952;28]:[-647,238;26]:[-1663,-81;25]:[-3515,820;27]:[-1015,-229;26]:[1425,-82;28]:[281,-1533;27]:[-1121,-784;28]:[-1187,1597;26]:[1709,-2056;27]:[761,1617;26]:
[0,0;0]:[-191,-118;20]:[1421,-225;27]:[3643,-2038;28]:[687,540;26]:[-1159,412;28]:[-2663,946;26]:[745,-253;25]:[981,520;27]:[1041,-961;26]:[6577,-2158;28]:[-5631,-2025;27]:[-785,-2900;28]:[-59,-191;26]:[-163,204;27]:[-1263,-987;26]:
[0,0;0]:[-7,16;18]:[1691,-701;26]:[-3479,-1732;27]:[1361,94;25]:[-1733,-266;27]:[-1837,-504;25]:[-1481,803;24]:[1247,-1726;26]:[-1001,-429;25]:[-1685,-416;27]:[-1449,739;26]:[1117,594;27]:[-593,577;25]:[2311,1278;26]:[447,37;25]:
[0,0;0]:[-11,-5;15]:[683,-748;26]:[3103,-2199;27]:[-53,363;25]:[1569,-1463;27]:[-323,655;25]:[-1433,-1224;24]:[917,17;26]:[-1649,1208;25]:[-1019,511;27]:[1359,480;26]:[-2217,1063;27]:[187,-282;25]:[-123,589;26]:[-1397,-1194;25]:
[0,0;0]:[59,49;19]:[553,-636;26]:[2805,-1897;27]:[1965,729;25]:[-1461,455;27]:[-753,-647;25]:[53,52;24]:[967,991;26]:[1365,-944;25]:[-2857,2881;27]:[2229,360;26]:[-2083,-3127;27]:[-115,-174;25]:[-1417,-221;26]:[729,306;25]:
[0,0;0]:[-107,27;19]:[195,-2039;26]:[-723,686;27]:[1233,-1000;25]:[-3377,-2004;27]:[559,230;25]:[-1,-115;24]:[2163,1184;26]:[255,441;25]:[551,-810;27]:[719,-1167;26]:[1353,716;27]:[491,-2109;25]:[1931,-548;26]:[815,467;25]:
[0,0;0]:[-161,-69;19]:[67,931;27]:[1809,-1556;28]:[793,790;26]:[-3277,4518;28]:[3467,1000;26]:[111,491;25]:[-329,1106;27]:[-2305,1291;26]:[-861,-1136;28]:[-225,1155;27]:[1189,-3870;28]:[1191,1;26]:[2687,1950;27]:[487,661;26]:
[0,0;0]:[-153,202;20]:[3623,251;26]:[-111,748;27]:[441,-592;25]:[-2101,-522;27]:[371,328;25]:[-65,-1309;24]:[-2305,34;26]:[11,339;25]:[-781,720;27]:[-2157,43;26]:[-2195,-174;27]:[-937,535;25]:[871,-1042;26]:[1091,1221;25]:
[0,0;0]:[415,-301;21]:[-691,18;28]:[-2531,-2183;29]:[-5187,-957;27]:[-789,-739;29]:[-2505,47;27]:[-407,506;26]:[2743,93;28]:[2553,1654;27]:[-2497,-2201;29]:[4281,-2706;28]:[-3043,-5149;29]:[1753,944;27]:[4503,-1199;28]:[-1275,600;27]:
[0,0;0]:[-93,45;21]:[447,-1180;28]:[-285,417;29]:[467,-425;27]:[-7107,-4383;29]:[1305,447;27]:[611,-68;26]:[2337,-855;28]:[-2125,-1320;27]:[1713,423;29]:[1107,-384;28]:[475,79;29]:[3459,3078;27]:[-4239,741;28]:[-5489,3350;27]:
[0,0;0]:[-77,87;19]:[-1725,3147;27]:[1121,-972;28]:[1193,-1154;26]:[4611,1310;28]:[-901,-64;26]:[-753,-365;25]:[4487,2346;27]:[-33,-557;26]:[-1197,1064;28]:[-3105,1163;27]:[1493,2474;28]:[2823,-311;26]:[463,-842;27]:[71,1341;26]:
[0,0;0]:[469,230;20]:[-1807,-54;26]:[-1491,181;27]:[145,245;25]:[-3085,2985;27]:[-385,1627;25]:[129,-90;24]:[367,137;26]:[-267,-130;25]:[-1345,107;27]:[-723,-1482;26]:[-3723,1431;27]:[189,-50;25]:[431,525;26]:[-431,-352;25]:
[0,0;0]:[-227,31;21]:[-525,788;28]:[-3353,2789;29]:[543,-117;27]:[1977,-1307;29]:[-2875,2123;27]:[1111,-716;26]:[461,77;28]:[-2921,-72;27]:[-13667,-4157;29]:[-1161,-384;28]:[5759,-5237;29]:[-881,-402;27]:[-3683,-2119;28]:[-93,-306;27]:
[0,0;0]:[-55,-31;21]:[-819,2398;28]:[-6715,-7139;29]:[525,-2017;27]:[-877,1097;29]:[2863,171;27]:[1881,-1010;26]:[5791,-3047;28]:[-1703,-590;27]:[4183,1363;29]:[2073,-566;28]:[-523,-1129;29]:[-3583,236;27]:[-1633,-2643;28]:[949,-1036;27]:
