[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[13,25;15]:[5,16;14]:[87,-13;16]:[25,39;16]:[39,10;18]:[-43,52;18]:[-11,-31;17]:[51,-38;16]:[107,76;17]:[-43,-48;17]:[-47,-29;16]:[-33,-22;16]:[-153,146;18]:[-23,48;18]:[-59,-3;17]:
[0,0;0]:[-35,5;14]:[5,8;13]:[35,11;15]:[-41,-15;15]:[31,10;17]:[21,-46;17]:[21,17;16]:[-41,30;15]:[75,52;16]:[21,2;16]:[33,27;15]:[25,20;15]:[-1,34;17]:[41,-66;17]:[-59,77;16]:
[0,0;0]:[-21,3;15]:[-77,-4;14]:[65,5;16]:[15,-1;16]:[241,-14;18]:[-33,-4;18]:[75,-61;17]:[-11,6;16]:[-3,-24;17]:[7,-8;17]:[-17,1;16]:[-23,8;16]:[209,42;18]:[-21,-16;18]:[27,-25;17]:
[0,0;0]:[-9,2;10]:[1,0;9]:[-3,2;9]:[-3,1;11]:[3,-4;11]:[1,-8;10]:[-19,-4;12]:[13,5;10]:[5,-4;10]:[-3,1;8]:[-11,6;11]:[9,-3;11]:[-1,4;11]:[7,6;10]:[13,0;12]:
[0,0;0]:[-3,45;15]:[-35,-12;14]:[-33,-49;16]:[-51,-1;16]:[-41,-42;18]:[133,-32;18]:[-107,-11;17]:[11,-38;16]:[91,24;17]:[-11,20;17]:[97,-25;16]:[75,-22;16]:[55,-2;18]:[89,28;18]:[5,-47;17]:
[0,0;0]:[33,15;14]:[13,10;13]:[7,53;15]:[-29,-3;15]:[127,-20;17]:[61,-28;17]:[-23,-37;16]:[3,-20;15]:[-125,22;16]:[-11,20;16]:[13,29;15]:[33,-12;15]:[-33,20;17]:[49,24;17]:[-23,-9;16]:
[0,0;0]:[7,-9;15]:[-1,-4;14]:[-19,1;16]:[-73,55;16]:[-19,2;18]:[-53,52;18]:[7,-9;17]:[49,-22;16]:[-7,-16;17]:[-61,-136;17]:[59,61;16]:[-55,-28;16]:[45,-38;18]:[103,-120;18]:[23,11;17]:
[0,0;0]:[-19,-27;14]:[7,1;13]:[-1,1;13]:[31,-22;15]:[17,5;15]:[37,33;14]:[-21,-39;16]:[-5,-2;14]:[11,-13;14]:[11,-20;12]:[-25,-1;15]:[91,-14;15]:[-3,1;15]:[-1,-3;14]:[-13,5;16]:
[0,0;0]:[-21,18;13]:[23,-4;12]:[-5,-5;13]:[17,-2;16]:[-1,-24;15]:[-13,14;15]:[49,-34;15]:[-37,-26;15]:[-1,-9;14]:[1,-1;9]:[-7,-2;14]:[-23,6;16]:[63,30;15]:[5,18;15]:[81,14;15]:
[0,0;0]:[-3,0;13]:[9,-20;12]:[-15,20;13]:[-7,-6;16]:[-25,45;15]:[15,-15;15]:[-21,12;15]:[-25,-24;15]:[19,-4;14]:[-1,-4;13]:[-5,-8;14]:[-7,-10;16]:[-73,-21;15]:[33,17;15]:[43,36;15]:
[0,0;0]:[27,-5;13]:[-1,1;12]:[-13,8;13]:[-75,-77;16]:[-7,3;15]:[-3,13;15]:[-23,-3;15]:[43,-7;15]:[-1,-2;14]:[-1,-4;12]:[-23,-19;14]:[-27,-21;16]:[37,-23;15]:[-81,11;15]:[57,-19;15]:
[0,0;0]:[27,3;13]:[3,-5;12]:[-15,11;13]:[31,55;16]:[13,-6;15]:[-23,30;15]:[-3,-35;15]:[9,27;15]:[-17,15;14]:[-11,20;13]:[-19,25;14]:[47,3;16]:[-23,4;15]:[-41,-32;15]:[29,37;15]:
[0,0;0]:[1,22;14]:[-1,8;13]:[-13,-16;13]:[21,-17;15]:[49,38;15]:[-3,28;14]:[-5,84;16]:[1,27;14]:[-5,6;14]:[7,-5;12]:[-45,34;15]:[-23,19;15]:[13,-2;15]:[11,14;14]:[27,0;16]:
[0,0;0]:[5,14;14]:[-21,0;13]:[35,4;13]:[-7,3;15]:[-87,-2;15]:[41,6;14]:[55,36;16]:[29,3;14]:[-37,22;14]:[-3,-1;12]:[-17,10;15]:[45,-17;15]:[21,-10;15]:[15,8;14]:[23,0;16]:
[0,0;0]:[13,15;14]:[-1,-1;13]:[-5,-1;13]:[51,-36;15]:[-3,3;15]:[-7,-31;14]:[35,7;16]:[-33,12;14]:[-9,-3;14]:[-27,-4;12]:[-9,-19;15]:[63,36;15]:[9,-9;15]:[-37,17;14]:[-37,19;16]:
