[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-579,363;28]:[-3279,2319;28]:[-613,389;27]:[1385,-1210;26]:[-793,3051;29]:[2155,605;29]:[-1545,-198;28]:[-3615,-2195;26]:[821,-394;26]:[75,0;26]:[255,-249;24]:[2575,1160;26]:[8127,-4713;29]:[-1925,1765;29]:[2379,-2220;28]:
[0,0;0]:[539,-379;26]:[1479,-863;26]:[-355,259;25]:[483,46;24]:[1113,4389;27]:[517,-557;27]:[385,1230;26]:[-873,-297;24]:[1263,-854;24]:[-191,128;24]:[-367,313;22]:[-827,-1236;24]:[177,921;27]:[-59,11;27]:[-339,452;26]:
[0,0;0]:[1503,-534;29]:[-2965,138;29]:[-839,-442;28]:[865,4977;27]:[-1967,-1120;30]:[529,-290;30]:[-4989,2807;29]:[2999,-1660;27]:[2413,1857;27]:[135,501;27]:[-927,900;25]:[123,781;27]:[10497,3396;30]:[449,-1754;30]:[7123,-915;29]:
[0,0;0]:[11133,5515;31]:[13105,5295;31]:[-8901,-3139;30]:[-2675,1862;29]:[6543,-4941;32]:[-19069,12133;32]:[-9769,5642;31]:[-2775,1785;29]:[2313,434;29]:[-9465,-380;29]:[-233,-2657;27]:[3131,-2480;29]:[759,-4401;32]:[5123,9853;32]:[3947,4868;31]:
[0,0;0]:[-5961,1792;29]:[9475,1560;29]:[4065,1824;28]:[-475,1691;27]:[-4991,2282;30]:[-5863,4232;30]:[2463,-2139;29]:[1399,-758;27]:[81,-2269;27]:[155,-3333;27]:[2017,174;25]:[143,347;27]:[5761,2926;30]:[3049,2288;30]:[1063,-2853;29]:
[0,0;0]:[-5925,4461;31]:[2951,-3735;31]:[-851,-437;30]:[2827,314;29]:[6841,-987;32]:[9701,-1565;32]:[-5487,182;31]:[-1457,623;29]:[-3281,-1138;29]:[-4863,-1716;29]:[1521,1497;27]:[685,256;29]:[-25583,681;32]:[-36379,1163;32]:[24733,-276;31]:
[0,0;0]:[-713,353;27]:[2771,-2067;27]:[2473,-1897;26]:[399,-356;25]:[3333,2381;28]:[4993,3451;28]:[-3531,-2450;27]:[775,567;25]:[-593,528;25]:[-671,634;25]:[-307,137;23]:[17,-2;25]:[3853,-2007;28]:[1329,315;28]:[-431,-516;27]:
[0,0;0]:[-5409,-24508;32]:[-12405,-340;32]:[-9719,-13092;31]:[3253,-429;30]:[-13607,11150;33]:[-25343,11948;33]:[10303,-7007;32]:[4567,-3098;30]:[-4007,-85;30]:[-5757,-541;30]:[473,1874;28]:[-65,659;30]:[-9575,3874;33]:[-3535,23524;33]:[-1897,-1401;32]:
[0,0;0]:[1355,-415;26]:[2295,365;26]:[-995,-105;25]:[-205,-2;24]:[-1351,1057;27]:[1525,-1089;27]:[-7,26;26]:[191,-157;24]:[1255,658;24]:[-487,856;24]:[1073,53;22]:[-1163,780;24]:[-1807,-1339;27]:[-203,-569;27]:[-875,-1136;26]:
[0,0;0]:[13785,-3948;32]:[-1267,-6196;32]:[1791,-1268;31]:[-1053,-11827;30]:[2383,-5846;33]:[-7609,1980;33]:[-12599,3743;32]:[3969,-3646;30]:[1695,1301;30]:[3909,-723;30]:[5007,1158;28]:[2089,-3555;30]:[3791,19638;33]:[33303,-5308;33]:[27793,4009;32]:
[0,0;0]:[-2613,2015;29]:[-4649,2627;29]:[3261,-2167;28]:[927,192;27]:[-703,-7677;30]:[-5963,-2447;30]:[-6355,-6424;29]:[-1353,-1615;27]:[3107,-2548;27]:[-2155,1366;27]:[-151,-9;25]:[-3647,-1198;27]:[-3639,1415;30]:[1493,-2247;30]:[-1183,-1298;29]:
[0,0;0]:[-34971,-2962;32]:[17065,11150;32]:[-8301,9122;31]:[1499,-3865;30]:[-9157,5032;33]:[-12677,8162;33]:[3217,-5555;32]:[2117,-1996;30]:[-825,5031;30]:[-1803,7931;30]:[-4309,-364;28]:[-887,-301;30]:[-4309,644;33]:[8875,-13974;33]:[14529,6975;32]:
[0,0;0]:[-229,-2121;28]:[-1945,-2245;28]:[2109,2209;27]:[-1129,588;26]:[2065,-973;29]:[3525,-2479;29]:[4589,-3088;28]:[511,-455;26]:[2355,1392;26]:[-2939,-638;26]:[57,-313;24]:[2265,-1786;26]:[-2663,-3065;29]:[3493,1417;29]:[1857,-938;28]:
[0,0;0]:[3867,-8406;32]:[-1705,490;32]:[-3475,-3578;31]:[-8491,-2431;30]:[-7067,-1088;33]:[-3451,9926;33]:[8831,-3829;32]:[-10725,7652;30]:[3113,2657;30]:[-6021,-5283;30]:[-2379,468;28]:[-4313,1253;30]:[19637,15204;33]:[-11051,-28354;33]:[7471,-16807;32]:
[0,0;0]:[-2677,1515;29]:[-3625,2495;29]:[2589,-2195;28]:[-753,1100;27]:[-17311,663;30]:[13989,6469;30]:[821,3892;29]:[-2073,-331;27]:[-1501,688;27]:[-475,706;27]:[777,-437;25]:[-63,-2458;27]:[-5847,2267;30]:[4709,-371;30]:[217,538;29]:
