[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[3,0;8]:[5,-4;8]:[-3,2;8]:[1,2;8]:[1,-2;8]:[-3,-2;8]:[-1,-1;4]:[1,2;8]:[-1,1;6]:[3,0;8]:[3,0;8]:[1,2;8]:[1,0;8]:[1,0;5]:[1,4;8]:
[0,0;0]:[-1,2;8]:[1,2;8]:[1,0;8]:[-3,0;8]:[5,4;8]:[1,-4;8]:[1,-1;4]:[-3,0;8]:[-1,-1;6]:[-1,2;8]:[-1,2;8]:[-3,0;8]:[-3,-2;8]:[1,0;5]:[-3,2;8]:
[0,0;0]:[-1,-1;7]:[-3,-3;7]:[1,3;7]:[1,-1;7]:[-3,3;7]:[1,-1;7]:[0,0;0]:[1,-1;7]:[1,0;5]:[-1,-1;7]:[-1,-1;7]:[1,-1;7]:[1,-3;7]:[1,0;4]:[1,1;7]:
[0,0;0]:[1,2;8]:[-1,-2;8]:[-1,-2;8]:[-5,4;8]:[3,0;8]:[3,2;8]:[-1,0;5]:[3,0;8]:[1,-1;6]:[1,-2;8]:[1,0;8]:[3,-2;8]:[3,0;8]:[1,1;4]:[-1,-4;8]:
[0,0;0]:[-3,4;10]:[3,3;10]:[-5,1;10]:[3,3;10]:[3,5;10]:[-13,6;10]:[1,-1;6]:[3,-4;10]:[7,4;8]:[-3,-5;10]:[-3,1;10]:[-5,1;10]:[3,-1;10]:[1,-1;6]:[-5,2;10]:
[0,0;0]:[-3,0;10]:[-9,3;10]:[-9,9;10]:[7,3;10]:[7,-3;10]:[3,2;10]:[1,1;6]:[-5,0;10]:[3,0;8]:[9,3;10]:[9,9;10]:[-1,1;10]:[-1,-1;10]:[-1,1;6]:[3,-2;10]:
[0,0;0]:[9,-6;9]:[-3,1;9]:[1,-1;9]:[-3,-3;9]:[-3,-1;9]:[-1,0;9]:[1,-1;5]:[3,2;9]:[1,0;7]:[3,-3;9]:[3,3;9]:[-11,-5;9]:[1,1;9]:[0,0;0]:[3,0;9]:
[0,0;0]:[3,0;8]:[-3,0;8]:[-3,0;8]:[1,2;8]:[1,-2;8]:[1,-4;8]:[1,0;5]:[1,-2;8]:[-1,-1;6]:[-5,-4;8]:[3,2;8]:[1,0;8]:[1,-2;8]:[1,-1;4]:[-3,2;8]:
[0,0;0]:[-5,0;10]:[-7,-3;10]:[1,-1;10]:[9,-3;10]:[9,3;10]:[-3,-2;10]:[1,-1;6]:[-3,0;10]:[-3,0;8]:[7,-3;10]:[-1,-1;10]:[9,-9;10]:[9,9;10]:[-1,-1;6]:[-3,2;10]:
[0,0;0]:[3,4;10]:[-3,5;10]:[-3,-1;10]:[-3,5;10]:[-3,3;10]:[5,2;10]:[1,1;6]:[-3,-4;10]:[-7,4;8]:[3,-3;10]:[-5,-1;10]:[-3,-1;10]:[5,1;10]:[1,1;6]:[13,6;10]:
[0,0;0]:[3,-2;9]:[3,-1;9]:[-1,1;9]:[3,3;9]:[3,1;9]:[-3,0;9]:[1,1;5]:[9,6;9]:[-1,0;7]:[-3,3;9]:[-11,5;9]:[3,-3;9]:[-1,-1;9]:[0,0;0]:[1,0;9]:
[0,0;0]:[1,-1;7]:[-1,1;7]:[-1,1;7]:[3,3;7]:[-1,-1;7]:[-1,1;7]:[-1,0;4]:[-1,-1;7]:[-1,0;5]:[-3,3;7]:[1,-3;7]:[-1,-3;7]:[-1,-1;7]:[0,0;0]:[-1,-1;7]:
[0,0;0]:[-3,-2;9]:[-3,-3;9]:[-11,-5;9]:[-3,1;9]:[-3,3;9]:[-1,0;9]:[0,0;0]:[-9,6;9]:[1,0;7]:[3,1;9]:[-1,-1;9]:[1,-1;9]:[-3,-3;9]:[1,-1;5]:[3,0;9]:
[0,0;0]:[9,6;9]:[-3,-3;9]:[-3,3;9]:[-3,1;9]:[-3,3;9]:[3,0;9]:[0,0;0]:[3,-2;9]:[1,0;7]:[3,1;9]:[-1,-1;9]:[1,-1;9]:[-11,5;9]:[-1,-1;5]:[-1,0;9]:
[0,0;0]:[3,0;8]:[-3,1;8]:[1,-1;8]:[-3,1;8]:[-3,-1;8]:[-7,-2;8]:[1,0;3]:[-3,0;8]:[1,0;6]:[3,1;8]:[-1,-1;8]:[1,-1;8]:[1,1;8]:[1,0;3]:[-7,2;8]:
