[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[1455,-1520;27]:[-4235,3120;29]:[3655,1230;27]:[1459,4416;29]:[2637,264;27]:[-239,-186;23]:[-1811,1578;27]:[263,17;22]:[-5125,-11799;30]:[75,78;21]:[-11415,6037;30]:[-677,-543;26]:[-1831,389;30]:[-1339,-357;26]:[-1547,1063;30]:
[0,0;0]:[453,5311;28]:[10337,6377;30]:[293,93;28]:[-1217,-25;30]:[69,-77;27]:[-193,144;22]:[-1005,269;27]:[119,-157;26]:[-4551,-884;31]:[-1685,1520;25]:[2535,15246;31]:[-1025,784;25]:[-2513,-2090;31]:[1027,-42;27]:[7983,4508;31]:
[0,0;0]:[3655,-8649;30]:[16829,16421;32]:[5211,-6131;30]:[8011,-2157;32]:[853,-2399;30]:[-339,419;26]:[3225,6323;30]:[267,-46;25]:[-14107,13868;33]:[673,-679;24]:[-10597,-28762;33]:[-2939,1520;29]:[-4949,-3802;33]:[-2253,1544;29]:[9707,10100;33]:
[0,0;0]:[-5677,1121;30]:[-919,3361;32]:[10487,147;30]:[11039,12695;32]:[-7179,9649;30]:[2729,223;26]:[-5879,4363;30]:[-833,-453;25]:[21745,4540;33]:[303,468;26]:[10383,-1106;33]:[-6011,-252;29]:[13375,-7074;33]:[4123,5100;29]:[3135,-7052;33]:
[0,0;0]:[6205,2114;29]:[-641,663;31]:[2785,-854;29]:[-12919,7969;31]:[-477,-1675;29]:[965,-361;25]:[8031,5931;29]:[-129,220;22]:[-4985,3260;32]:[999,-488;27]:[3929,-1350;32]:[867,-1094;28]:[5529,402;32]:[5567,-4054;28]:[-15271,-14292;32]:
[0,0;0]:[1473,-191;29]:[-2453,107;31]:[-2227,-2421;29]:[-947,10461;31]:[2771,5439;29]:[747,925;25]:[2639,-1475;29]:[1093,414;24]:[-1261,1740;32]:[-235,-275;23]:[2381,530;32]:[4403,1816;28]:[-30019,5714;32]:[-2267,1120;28]:[17309,-15148;32]:
[0,0;0]:[935,-616;27]:[-1223,1650;29]:[1775,714;27]:[10119,-2122;29]:[-967,-1085;25]:[239,381;22]:[125,-358;25]:[399,-1141;25]:[2091,-2069;30]:[-427,-103;23]:[-1567,2035;30]:[1711,410;25]:[5465,3595;30]:[-607,-1887;26]:[10317,-5619;30]:
[0,0;0]:[-281,-540;29]:[-4739,4213;31]:[-1117,2880;29]:[-11973,179;31]:[-127,-3585;29]:[1083,1165;25]:[-651,-2431;29]:[695,489;22]:[-4011,2452;32]:[1255,616;27]:[-565,-1490;32]:[-1727,-2162;28]:[28523,-12058;32]:[-2447,1930;28]:[14699,-7692;32]:
[0,0;0]:[-11765,-5851;30]:[12385,8649;32]:[-1265,-2417;30]:[4135,-6481;32]:[1501,-1047;30]:[2873,-2137;26]:[1169,-1997;30]:[359,-233;25]:[-8375,-500;33]:[1401,-952;26]:[14583,18318;33]:[5261,-3516;29]:[1127,2078;33]:[-4117,1028;29]:[-23769,-15292;33]:
[0,0;0]:[1771,-1695;28]:[-2791,2171;30]:[3783,607;28]:[3855,941;30]:[-5583,1895;28]:[-1039,-7;24]:[3693,-2799;28]:[-165,480;23]:[12645,7170;31]:[587,281;22]:[-2733,3632;31]:[2789,-794;27]:[-5789,-9392;31]:[-1933,-1182;27]:[-6933,3390;31]:
[0,0;0]:[-513,929;27]:[601,-637;29]:[-3373,-2209;27]:[7519,1517;29]:[-391,358;27]:[-629,324;23]:[-3251,2320;27]:[27,107;24]:[-2155,90;30]:[397,533;22]:[-573,-72;30]:[2397,-1715;26]:[7331,4560;30]:[411,-514;26]:[4491,-1954;30]:
[0,0;0]:[301,-1251;29]:[-769,1547;31]:[2457,679;29]:[9241,957;31]:[-5165,-889;29]:[-1421,-799;25]:[1807,-1731;29]:[2515,-641;24]:[575,-1200;32]:[-197,-155;22]:[-79,1670;32]:[2699,1924;28]:[13153,518;32]:[7553,980;28]:[2865,-3056;32]:
[0,0;0]:[-4147,91;27]:[-2435,-2159;28]:[3371,-2605;27]:[-205,-41;28]:[-1149,303;26]:[-37,74;21]:[1799,1913;26]:[59,29;22]:[4309,-3932;29]:[1873,-1200;26]:[7627,1606;29]:[-269,94;25]:[-941,-190;29]:[-61,80;24]:[5763,4320;29]:
[0,0;0]:[855,-2345;30]:[26573,-14731;32]:[10859,-851;30]:[-16197,-7229;32]:[10277,3505;30]:[-227,307;26]:[3497,99;30]:[-101,-94;25]:[24821,-11860;33]:[773,349;24]:[-4213,-1594;33]:[6357,3376;29]:[26779,7110;33]:[-637,1224;29]:[10459,-1676;33]:
[0,0;0]:[2375,-2375;28]:[5935,-6061;30]:[-2401,1155;28]:[-2319,-1443;30]:[-257,-2403;27]:[397,92;22]:[657,-773;27]:[-807,-651;26]:[-21393,1288;31]:[1543,518;25]:[-13759,5358;31]:[621,894;25]:[-7399,-7962;31]:[1925,1586;27]:[-759,-2800;31]:
