[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[1545,1439;32]:[-18123,1306;32]:[-19805,12059;33]:[4363,1137;33]:[-3939,3850;29]:[-3211,2801;30]:[1021,-1901;29]:[2629,4849;30]:[-7153,-3080;30]:[-5291,-615;33]:[-1811,-2900;32]:[-1471,-1014;29]:[-65725,-4487;33]:[1803,-5919;31]:[-13155,-2065;32]:
[0,0;0]:[6743,-5983;32]:[-9509,8270;32]:[3453,-2971;33]:[6101,-449;33]:[-1725,374;29]:[2155,-2033;30]:[4691,-2059;29]:[1691,-9217;30]:[-1207,-2960;30]:[-3701,-409;33]:[15299,5100;32]:[271,2310;29]:[-4259,-20137;33]:[-1515,-2081;31]:[4451,31569;32]:
[0,0;0]:[15151,-24949;34]:[95751,6868;34]:[-4371,6379;35]:[5837,-2371;35]:[-4705,-11852;31]:[1579,-5431;32]:[1115,4127;31]:[5595,41;32]:[-8515,938;32]:[-9173,4225;35]:[-3993,-8134;34]:[-2037,-1460;31]:[-49067,11493;35]:[6349,-6515;33]:[-29077,11987;34]:
[0,0;0]:[18579,11230;35]:[5545,325;35]:[7749,-1536;36]:[8769,-9378;36]:[2201,781;32]:[-17541,-6188;33]:[2175,-1946;32]:[10315,-5324;33]:[23223,-6583;33]:[-150901,-45988;36]:[29181,-28177;35]:[25677,-15895;32]:[-22103,1774;36]:[20385,23374;34]:[12839,-4838;35]:
[0,0;0]:[-51849,37510;35]:[-15531,-30591;35]:[-16255,5056;36]:[10445,8326;36]:[-6075,-5783;32]:[-17345,6148;33]:[17843,25006;32]:[8783,3300;33]:[6539,5461;33]:[25615,-13588;36]:[1049,-26205;35]:[-9239,-5547;32]:[-2539,4566;36]:[-28883,18870;34]:[-31237,42514;35]:
[0,0;0]:[-29763,13473;34]:[9317,23532;34]:[70295,-40543;35]:[2935,-4617;35]:[22077,9804;31]:[6833,443;32]:[7105,7341;31]:[65,-2629;32]:[-15257,-3602;32]:[-12111,2147;35]:[-4795,-9154;34]:[-863,-620;31]:[-24433,25199;35]:[19063,-12569;33]:[-4175,3513;34]:
[0,0;0]:[-10163,8251;33]:[2233,-8878;33]:[-20593,12839;34]:[-16009,-18539;34]:[-2183,-1166;30]:[-8855,4629;31]:[65,4503;30]:[-7783,-17787;31]:[1723,-2096;31]:[-6327,7901;34]:[-10959,-8308;33]:[3005,4930;30]:[7631,-22659;34]:[21655,-13755;32]:[-12367,-15125;33]:
[0,0;0]:[3563,-17345;33]:[-6925,4284;33]:[20289,-4849;34]:[-21311,8905;34]:[2603,-2316;30]:[-3849,16501;31]:[-2313,1475;30]:[-1017,-9515;31]:[4257,2522;31]:[-34953,5389;34]:[7219,18074;33]:[-14585,-4772;30]:[-16791,4561;34]:[-6975,7577;32]:[-4265,-8057;33]:
[0,0;0]:[14101,21035;32]:[6273,-1142;32]:[12423,11911;33]:[13551,-17947;33]:[-543,-1842;29]:[4337,3925;30]:[6625,-1081;29]:[5553,-1115;30]:[-4797,-928;30]:[1233,5149;33]:[-10567,24820;32]:[3973,-538;29]:[-1465,3533;33]:[1199,5621;31]:[-4711,-2469;32]:
[0,0;0]:[12017,11253;34]:[-5287,20812;34]:[-96013,-30251;35]:[22931,-11709;35]:[9185,-2484;31]:[14837,3575;32]:[5,3585;31]:[4805,-681;32]:[-8605,24630;32]:[-33803,23359;35]:[24697,-7002;34]:[3765,2676;31]:[-6901,-17381;35]:[-9581,2675;33]:[3893,-8659;34]:
[0,0;0]:[7041,4363;32]:[-1979,2062;32]:[3099,6495;33]:[-4717,33637;33]:[2413,-2242;29]:[-3555,2573;30]:[2901,-1241;29]:[-5043,-419;30]:[-5641,3908;30]:[-7235,-17355;33]:[-3315,4304;32]:[6241,-3026;29]:[17099,-851;33]:[-11437,-15195;31]:[-12811,523;32]:
[0,0;0]:[-8347,-41924;35]:[-18093,-487;35]:[33611,5270;36]:[58135,-35040;36]:[-2477,-6127;32]:[16293,32598;33]:[-103,1900;32]:[17237,-586;33]:[-9259,4345;33]:[56949,-87506;36]:[-4841,-28441;35]:[17615,7053;32]:[-3601,7616;36]:[4855,1648;34]:[24865,-4584;35]:
[0,0;0]:[-59769,-11676;35]:[10689,-21709;35]:[-34999,-12670;36]:[-62707,4496;36]:[3777,-4901;32]:[-9849,-7966;33]:[28099,-9676;32]:[20631,-2174;33]:[-12361,-7597;33]:[-5513,-24662;36]:[84525,17645;35]:[-1323,12271;32]:[-2091,29424;36]:[-10963,256;34]:[3419,-37032;35]:
[0,0;0]:[-7945,-10485;34]:[28095,-11812;34]:[75557,9531;35]:[16997,-4195;35]:[-7801,12572;31]:[-14477,3673;32]:[7491,-1905;31]:[-2141,6745;32]:[7749,23410;32]:[-4365,24273;35]:[22847,2034;34]:[5875,4244;31]:[-7251,-37435;35]:[-2971,-403;33]:[-8045,-4557;34]:
[0,0;0]:[-4151,-4713;33]:[-4715,914;33]:[-7101,-2781;34]:[72747,19993;34]:[7045,-5694;30]:[-7531,4585;31]:[5677,-2797;30]:[-17147,6137;31]:[2479,-6248;31]:[629,14481;34]:[11661,-412;33]:[-1191,3058;30]:[6947,-6239;34]:[19595,8841;32]:[-16227,-1305;33]:
