[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-13,1;14]:[-17,4;13]:[-5,1;11]:[-17,-11;13]:[3,12;13]:[-11,-1;14]:[5,-8;12]:[-37,-27;15]:[-19,-6;13]:[-13,24;14]:[-59,53;15]:[23,-27;15]:[25,18;13]:[-25,-18;14]:[-1,-1;15]:
[0,0;0]:[-1,-4;12]:[-3,-4;11]:[5,1;9]:[-9,6;11]:[-7,4;11]:[1,-8;12]:[-1,-2;10]:[13,2;13]:[-21,-2;11]:[33,-1;12]:[7,4;13]:[5,-26;13]:[-9,-2;11]:[9,5;12]:[1,4;13]:
[0,0;0]:[-37,17;14]:[-15,12;13]:[-7,3;11]:[35,25;13]:[-3,4;13]:[21,-25;14]:[-17,8;12]:[15,-9;15]:[3,2;13]:[15,8;14]:[1,-5;15]:[-21,-13;15]:[7,2;13]:[-13,-26;14]:[3,-43;15]:
[0,0;0]:[7,3;11]:[-5,-1;11]:[-1,-6;9]:[5,-2;10]:[-17,-5;11]:[-11,-9;11]:[-3,-1;10]:[-1,0;5]:[-3,-3;11]:[3,-1;11]:[-1,-1;9]:[5,2;10]:[17,-11;11]:[-5,9;11]:[3,-3;10]:
[0,0;0]:[49,7;14]:[11,-6;13]:[-1,3;11]:[17,3;13]:[-17,10;13]:[47,-23;14]:[13,-2;12]:[17,-27;15]:[1,-8;13]:[-11,8;14]:[63,49;15]:[-3,25;15]:[-3,0;13]:[1,-14;14]:[5,31;15]:
[0,0;0]:[-13,9;11]:[-1,-2;11]:[1,-1;9]:[3,2;10]:[3,-2;11]:[-3,1;11]:[-9,10;10]:[-7,-4;11]:[1,2;11]:[5,-1;11]:[-15,-2;11]:[-1,-5;11]:[-3,-2;11]:[-3,-3;11]:[17,13;11]:
[0,0;0]:[-25,-19;14]:[-33,-14;13]:[-1,-5;11]:[3,5;13]:[19,2;13]:[1,-5;14]:[-11,-10;12]:[3,1;15]:[-3,12;13]:[15,-28;14]:[-19,49;15]:[-41,57;15]:[-7,-4;13]:[3,2;14]:[15,11;15]:
[0,0;0]:[-11,-14;12]:[33,6;12]:[-5,5;10]:[1,3;11]:[-19,6;12]:[11,-12;12]:[-13,0;11]:[1,-1;8]:[-1,-10;12]:[-15,2;12]:[-1,4;10]:[5,1;11]:[3,2;12]:[-3,4;12]:[9,2;11]:
[0,0;0]:[11,9;13]:[1,1;12]:[3,-2;10]:[-1,-5;12]:[-3,5;12]:[-19,-13;13]:[-5,-3;11]:[-15,37;14]:[3,1;12]:[-25,-14;13]:[7,5;14]:[-39,-23;14]:[-17,13;12]:[19,-24;13]:[9,3;14]:
[0,0;0]:[1,-7;13]:[-9,5;11]:[-3,1;9]:[-5,-3;12]:[-5,1;11]:[-13,-1;13]:[1,4;10]:[65,16;14]:[-1,-1;11]:[7,8;13]:[-9,2;14]:[25,14;14]:[-1,3;11]:[-5,-26;13]:[57,-24;14]:
[0,0;0]:[-5,-5;13]:[-3,-5;12]:[-5,-4;10]:[23,-19;12]:[-23,-9;12]:[29,17;13]:[-1,-1;11]:[-7,15;14]:[-17,7;12]:[3,-8;13]:[7,3;14]:[-15,-21;14]:[11,-5;12]:[-9,-2;13]:[9,-3;14]:
[0,0;0]:[15,17;13]:[7,-2;11]:[-1,2;9]:[9,-7;12]:[-5,6;11]:[5,15;13]:[-11,-9;10]:[43,-20;14]:[3,-2;11]:[9,6;13]:[-11,-14;14]:[19,2;14]:[3,-2;11]:[13,-16;13]:[-21,24;14]:
[0,0;0]:[-3,3;11]:[-3,-5;11]:[-3,8;9]:[3,0;10]:[9,-9;11]:[-1,3;11]:[3,-1;10]:[1,-2;8]:[-13,-7;11]:[-15,-5;11]:[-3,-2;9]:[1,4;10]:[-1,-7;11]:[-15,1;11]:[-1,-3;10]:
[0,0;0]:[13,-14;12]:[25,-10;12]:[3,-3;10]:[-7,-5;11]:[5,-10;12]:[-13,4;12]:[-5,0;11]:[-3,-1;8]:[7,6;12]:[9,2;12]:[-1,4;10]:[-3,1;11]:[-21,-14;12]:[-11,-12;12]:[1,-6;11]:
[0,0;0]:[1,2;11]:[1,6;11]:[-5,-7;9]:[-3,3;10]:[13,6;11]:[-1,4;11]:[3,0;10]:[1,0;8]:[7,-18;11]:[-11,6;11]:[-3,1;9]:[-5,3;10]:[-5,-6;11]:[1,0;11]:[-1,0;10]:
