[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-249,-6155;33]:[-4097,3981;30]:[6539,13110;34]:[26139,23250;34]:[9229,8803;33]:[1637,1176;30]:[2013,2908;32]:[-34967,-16573;34]:[54405,-32628;35]:[-43605,5308;35]:[-18569,19629;34]:[-23687,-7489;34]:[-12315,51540;35]:[69285,17228;35]:[24191,-13263;34]:
[0,0;0]:[-1851,621;28]:[-247,331;25]:[445,532;29]:[11469,-3184;29]:[-2217,-1313;28]:[-989,-854;25]:[-469,286;27]:[-1541,471;29]:[8875,786;30]:[10533,174;30]:[621,1317;29]:[5787,6619;29]:[-1845,4362;30]:[-2773,6442;30]:[-3419,2561;29]:
[0,0;0]:[2613,-2254;30]:[1453,-1102;27]:[12271,-8481;31]:[-10969,-11989;31]:[527,2786;30]:[-1835,-129;27]:[2789,235;29]:[-18901,-9482;31]:[-12851,3539;32]:[11859,-955;32]:[1973,-4902;31]:[4707,2210;31]:[-18339,12603;32]:[6573,-2765;32]:[7061,-3722;31]:
[0,0;0]:[1423,-4022;30]:[4591,2758;27]:[5861,4153;31]:[1901,2653;31]:[-4547,1202;30]:[4567,-2463;27]:[-1433,-4155;29]:[-11471,4894;31]:[-2561,-4243;32]:[9665,-2053;32]:[-12225,-3342;31]:[8377,-5502;31]:[-4433,-4891;32]:[1279,-5523;32]:[863,5926;31]:
[0,0;0]:[5393,-2294;29]:[1061,-402;26]:[-4957,2899;30]:[4395,-2657;30]:[-197,-3590;29]:[1353,1771;26]:[3753,535;28]:[-6457,318;30]:[13561,-1065;31]:[-8073,-10463;31]:[2001,-6326;30]:[7263,3866;30]:[9929,-2625;31]:[-7799,-2889;31]:[5585,-6586;30]:
[0,0;0]:[-23803,4185;33]:[10669,-10255;30]:[8469,-2440;34]:[-20555,-9060;34]:[5671,-16745;33]:[8019,2474;30]:[1515,3318;32]:[17771,7951;34]:[31427,-22698;35]:[-16339,8706;35]:[-11915,577;34]:[8203,7507;34]:[-39677,-16370;35]:[63139,41430;35]:[12541,18797;34]:
[0,0;0]:[8261,760;32]:[-3699,-360;29]:[21115,18249;33]:[-15229,3397;33]:[1071,916;32]:[-6127,-3747;29]:[-2255,-4535;31]:[13979,-2992;33]:[28633,-12127;34]:[-39129,-23753;34]:[19365,-28352;33]:[13411,-6484;33]:[-26039,7977;34]:[8441,-127;34]:[-17771,16124;33]:
[0,0;0]:[-27665,7261;33]:[-11289,-1163;30]:[59827,13078;34]:[13891,1234;34]:[-6011,-19333;33]:[7933,-696;30]:[18997,-12180;32]:[-13823,-1637;34]:[-32099,-23268;35]:[-1261,32492;35]:[19167,-9003;34]:[-13295,7479;34]:[11773,-6748;35]:[-21059,-12836;35]:[1831,-13895;34]:
[0,0;0]:[-5,23;24]:[63,26;21]:[363,-144;25]:[371,-172;25]:[-707,145;24]:[33,-238;21]:[705,638;23]:[1961,-711;25]:[1197,-286;26]:[2483,-442;26]:[-1457,-1393;25]:[-1815,165;25]:[1085,-486;26]:[2429,-1022;26]:[-593,-861;25]:
[0,0;0]:[85,-3698;30]:[-275,-1226;27]:[6695,-7901;31]:[2751,5391;31]:[-8977,5558;30]:[-2803,619;27]:[7805,279;29]:[-3413,-550;31]:[12805,-6209;32]:[-4133,2137;32]:[-5643,1718;31]:[-5501,230;31]:[5333,-9241;32]:[-17563,-2401;32]:[13365,15634;31]:
[0,0;0]:[5263,2008;28]:[-967,-844;25]:[-607,-309;29]:[7497,-3201;29]:[1493,660;28]:[459,663;25]:[-709,-2533;27]:[3769,-4312;29]:[1467,3419;30]:[-635,7637;30]:[-7745,-2012;29]:[5521,-3748;29]:[1515,-221;30]:[4187,-2285;30]:[911,2000;29]:
[0,0;0]:[12527,3534;29]:[1239,628;26]:[429,5413;30]:[-2795,1593;30]:[2829,-3930;29]:[-161,269;26]:[6991,-1087;28]:[2337,-990;30]:[-6569,177;31]:[6841,-2121;31]:[1191,6822;30]:[-6839,4262;30]:[-6105,1737;31]:[2631,689;31]:[-1961,5082;30]:
[0,0;0]:[-3979,3222;30]:[-1259,358;27]:[2327,-2949;31]:[6991,4967;31]:[13023,3358;30]:[-2387,1811;27]:[2557,1727;29]:[-5989,6882;31]:[-12331,-14361;32]:[9131,-8559;32]:[-6315,-338;31]:[14899,3566;31]:[-3035,-11185;32]:[16917,-12057;32]:[-7531,1258;31]:
[0,0;0]:[11347,-11368;32]:[-1589,2216;29]:[34573,-11681;33]:[-14395,-7037;33]:[24281,-5700;32]:[2695,-437;29]:[-6041,6271;31]:[23181,7904;33]:[-1473,-13273;34]:[5569,3137;34]:[-8653,656;33]:[9733,4132;33]:[57935,26463;34]:[-14305,7495;34]:[10691,10740;33]:
[0,0;0]:[-5203,13329;33]:[-2155,265;30]:[-26211,-19512;34]:[-10563,16268;34]:[-21281,-16353;33]:[-3637,-1750;30]:[2723,-8746;32]:[18627,-19817;34]:[-41797,-46282;35]:[22709,-43806;35]:[-25059,1081;34]:[29411,-19333;34]:[14843,22702;35]:[-18021,33718;35]:[24421,-10811;34]:
