[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[49,2;14]:[-37,21;14]:[-17,-5;14]:[-11,-2;14]:[-21,8;12]:[5,33;14]:[-39,-13;14]:[9,13;14]:[-13,1;14]:[-13,-4;12]:[9,-16;14]:[-45,-7;14]:[9,-7;14]:[-9,-16;14]:[1,2;12]:
[0,0;0]:[-13,-7;15]:[17,32;15]:[9,62;15]:[-5,21;15]:[19,-1;13]:[55,-16;15]:[-21,6;15]:[-25,20;15]:[49,24;15]:[-19,-6;13]:[31,17;15]:[-11,-26;15]:[55,-22;15]:[37,-17;15]:[-7,4;13]:
[0,0;0]:[29,-25;15]:[-21,-24;15]:[3,26;15]:[-35,3;15]:[41,13;13]:[-11,20;15]:[57,-10;15]:[29,-40;15]:[-21,-24;15]:[-13,0;13]:[-15,-21;15]:[-17,-26;15]:[-3,-26;15]:[19,-11;15]:[19,-14;13]:
[0,0;0]:[11,32;14]:[-21,9;14]:[7,27;14]:[-13,24;14]:[-1,-12;12]:[-23,11;14]:[25,13;14]:[-23,11;14]:[-29,1;14]:[23,1;12]:[15,20;14]:[-25,-13;14]:[-31,13;14]:[5,-12;14]:[11,-3;12]:
[0,0;0]:[21,-14;14]:[25,9;14]:[-11,-1;14]:[5,-42;14]:[-3,0;12]:[17,-15;14]:[5,-13;14]:[-31,1;14]:[1,13;14]:[-7,7;11]:[7,14;14]:[-21,13;14]:[-45,-35;14]:[9,-10;14]:[-13,3;11]:
[0,0;0]:[7,-10;14]:[13,-5;14]:[-7,5;14]:[23,6;14]:[-1,4;12]:[-9,14;14]:[-13,34;14]:[43,30;14]:[-15,11;14]:[9,-6;13]:[-43,27;14]:[25,-10;14]:[-13,-13;14]:[-13,-17;14]:[-31,-10;13]:
[0,0;0]:[41,-1;14]:[-23,16;14]:[9,-14;14]:[33,19;14]:[5,-5;12]:[-1,-1;14]:[-25,7;14]:[-13,-13;14]:[29,-24;14]:[-27,10;13]:[-9,-6;14]:[21,-19;14]:[-13,-2;14]:[33,28;14]:[-23,-14;13]:
[0,0;0]:[15,-21;14]:[33,0;14]:[-15,6;14]:[7,43;14]:[-5,3;12]:[11,-8;14]:[-1,2;14]:[11,-8;14]:[-23,16;14]:[13,-12;12]:[-21,-13;14]:[1,-2;14]:[-25,-22;14]:[-23,9;14]:[9,20;12]:
[0,0;0]:[21,-5;14]:[25,4;14]:[-23,-34;14]:[-15,23;14]:[7,17;12]:[5,-18;14]:[9,-4;14]:[-31,22;14]:[17,4;14]:[1,7;10]:[19,3;14]:[-5,-28;14]:[-1,18;14]:[-15,5;14]:[3,-2;8]:
[0,0;0]:[9,13;14]:[33,-13;14]:[-15,-7;14]:[-11,11;14]:[3,0;12]:[39,32;14]:[-9,46;14]:[-17,-18;14]:[25,-9;14]:[-7,0;13]:[19,-8;14]:[-7,36;14]:[7,3;14]:[-7,-8;14]:[-13,10;13]:
[0,0;0]:[45,12;14]:[-9,14;14]:[11,-8;14]:[1,-6;14]:[19,-9;12]:[-19,-37;14]:[-7,21;14]:[5,-7;14]:[-25,26;14]:[-11,-26;13]:[15,-11;14]:[7,13;14]:[-11,12;14]:[-27,-5;14]:[-1,4;13]:
[0,0;0]:[-9,-1;11]:[-9,3;12]:[7,-1;12]:[13,0;11]:[1,-2;10]:[3,-6;12]:[-3,-8;12]:[-15,-12;12]:[7,-7;12]:[5,-2;11]:[-11,6;10]:[-19,10;12]:[1,3;12]:[-3,-3;7]:[-5,-7;11]:
[0,0;0]:[1,-4;14]:[41,23;14]:[13,-3;14]:[-7,4;14]:[-3,8;12]:[19,-11;14]:[-13,-5;14]:[19,-11;14]:[-47,-33;14]:[-3,-1;12]:[13,8;14]:[13,5;14]:[-21,27;14]:[47,-32;14]:[-7,3;12]:
[0,0;0]:[-57,13;15]:[5,42;15]:[13,-24;15]:[-33,-3;15]:[-29,-3;13]:[23,-26;15]:[35,32;15]:[23,-26;15]:[-19,10;15]:[1,-10;13]:[-45,-19;15]:[-35,-32;15]:[43,-8;15]:[1,7;15]:[13,-18;13]:
[0,0;0]:[25,27;15]:[11,30;15]:[-29,64;15]:[1,-21;15]:[-3,11;13]:[25,-14;15]:[-19,-8;15]:[25,-14;15]:[35,-2;15]:[15,18;13]:[-51,-37;15]:[19,8;15]:[-27,32;15]:[-33,17;15]:[3,-6;13]:
