[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[519,-686;23]:[-623,-119;24]:[-217,301;24]:[531,242;21]:[49,-49;21]:[275,-145;22]:[193,-11;22]:[-91,-111;21]:[147,-98;24]:[679,-61;25]:[1533,531;25]:[-47,3;21]:[-1043,-126;24]:[-1707,1633;25]:[-2081,-647;25]:
[0,0;0]:[213,154;23]:[507,423;24]:[-195,-133;24]:[665,-166;21]:[-53,17;21]:[33,-7;22]:[-229,163;22]:[-9,15;21]:[-279,-482;24]:[445,445;25]:[1407,-331;25]:[-149,117;21]:[1719,802;24]:[-1417,-769;25]:[1365,-1537;25]:
[0,0;0]:[-755,112;22]:[-577,-623;23]:[241,-31;23]:[17,-88;20]:[-57,-69;20]:[189,-41;21]:[15,13;21]:[27,1;20]:[-1263,-468;23]:[-599,1475;24]:[-821,119;24]:[-9,63;20]:[-113,148;23]:[-869,593;24]:[57,213;24]:
[0,0;0]:[275,226;22]:[-387,-123;23]:[-21,-71;23]:[-41,14;20]:[675,-145;20]:[337,521;21]:[-221,-97;21]:[-79,31;20]:[3,86;23]:[159,59;24]:[85,11;24]:[-27,101;20]:[629,-246;23]:[85,385;24]:[-145,-7;24]:
[0,0;0]:[237,71;21]:[293,430;22]:[-265,-140;22]:[81,-181;19]:[81,84;19]:[-105,-46;20]:[-3,-26;20]:[-7,-22;19]:[-343,-361;22]:[827,150;23]:[-715,1056;23]:[-135,28;19]:[-233,-327;22]:[385,58;23]:[-297,136;23]:
[0,0;0]:[-215,315;20]:[273,-22;21]:[-149,8;21]:[73,51;18]:[45,9;18]:[33,-71;19]:[31,31;19]:[-21,-18;18]:[-11,-211;21]:[507,-532;22]:[-723,-526;22]:[95,60;18]:[-165,-33;21]:[-215,216;22]:[-281,-190;22]:
[0,0;0]:[99,-84;22]:[-415,131;23]:[-17,91;23]:[-521,-56;20]:[-9,-23;20]:[109,-1;21]:[-89,209;21]:[-187,-83;20]:[11,144;23]:[67,-163;24]:[-1031,545;24]:[17,-85;20]:[-131,128;23]:[-1071,-153;24]:[-21,-1845;24]:
[0,0;0]:[171,548;23]:[-1671,515;24]:[-425,555;24]:[-33,-56;21]:[-245,-3;21]:[-351,-321;22]:[-381,-295;22]:[-219,-175;21]:[-773,1216;24]:[1411,429;25]:[601,-207;25]:[273,167;21]:[893,-128;24]:[545,567;25]:[-389,123;25]:
[0,0;0]:[-473,-398;24]:[-815,-663;25]:[-1625,-1139;25]:[-205,258;22]:[417,415;22]:[-381,-337;23]:[-751,405;23]:[405,-415;22]:[579,478;25]:[695,339;26]:[-403,-733;26]:[-927,307;22]:[93,258;25]:[-475,-527;26]:[-369,521;26]:
[0,0;0]:[427,494;24]:[-859,-719;25]:[-733,-371;25]:[-41,-122;22]:[-87,287;22]:[-1493,691;23]:[377,681;23]:[121,-59;22]:[-417,-358;25]:[-1461,-1197;26]:[1497,1099;26]:[597,167;22]:[-143,294;25]:[-1455,865;26]:[131,497;26]:
[0,0;0]:[109,64;19]:[-15,-31;20]:[59,45;20]:[23,23;17]:[-79,22;19]:[99,27;20]:[-139,255;20]:[63,-245;18]:[15,10;18]:[39,29;18]:[-23,-4;18]:[1,-55;18]:[-11,-10;13]:[-163,-110;19]:[61,176;19]:
[0,0;0]:[-535,-472;23]:[379,261;24]:[-91,-107;24]:[133,-124;21]:[193,-53;21]:[259,-151;22]:[-1143,79;22]:[-17,-321;21]:[-327,-260;24]:[-1063,-613;25]:[395,383;25]:[707,-95;21]:[-145,-284;24]:[-493,-767;25]:[-335,629;25]:
[0,0;0]:[223,-262;24]:[1545,-743;25]:[-1905,-1395;25]:[139,-150;22]:[-359,-497;22]:[363,367;23]:[73,85;23]:[77,81;22]:[-1445,1798;25]:[1791,-29;26]:[-91,163;26]:[217,211;22]:[-1595,538;25]:[381,-479;26]:[375,-247;26]:
[0,0;0]:[775,534;24]:[-55,-907;25]:[-3425,1377;25]:[67,62;22]:[-235,-277;22]:[-113,-9;23]:[-603,-411;23]:[-19,1;22]:[-421,-814;25]:[-2633,-593;26]:[-259,103;26]:[-487,-325;22]:[-235,-18;25]:[565,-395;26]:[-145,-283;26]:
[0,0;0]:[273,22;21]:[371,-489;22]:[157,107;22]:[-39,32;19]:[85,-28;18]:[-17,-2;15]:[-45,-29;17]:[219,142;19]:[-77,194;22]:[307,103;23]:[-87,119;23]:[75,30;19]:[385,-778;22]:[-1139,-327;23]:[-97,-111;23]:
