[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-1,3;8]:[3,0;8]:[7,7;9]:[-5,3;9]:[3,1;9]:[3,1;7]:[-1,-1;8]:[-1,1;7]:[1,0;6]:[3,3;9]:[1,-2;8]:[-1,1;9]:[1,1;9]:[-1,1;5]:[-5,3;8]:
[0,0;0]:[-5,1;8]:[-1,4;8]:[3,-3;9]:[3,1;9]:[1,3;9]:[3,-1;7]:[1,-3;8]:[-1,-1;7]:[-1,1;6]:[-1,1;9]:[1,-2;8]:[-3,3;9]:[-7,-5;9]:[-1,-1;5]:[3,1;8]:
[0,0;0]:[-3,-3;9]:[1,-3;9]:[5,-3;10]:[-1,-5;10]:[1,-2;8]:[3,1;8]:[1,0;6]:[-1,5;8]:[1,-1;8]:[1,1;10]:[1,1;9]:[-1,0;8]:[-3,9;10]:[-1,-3;6]:[-1,3;9]:
[0,0;0]:[7,-10;12]:[-13,-1;12]:[15,-6;13]:[25,-8;13]:[7,3;11]:[-3,-4;11]:[-1,-1;7]:[5,2;11]:[-21,1;11]:[-13,18;13]:[3,-13;12]:[-15,-11;11]:[-5,0;13]:[-3,2;9]:[-7,0;12]:
[0,0;0]:[-7,2;13]:[-3,7;13]:[1,-2;14]:[-17,-12;14]:[25,-15;12]:[-13,12;12]:[3,-1;7]:[-13,-6;12]:[5,-3;12]:[-3,6;14]:[13,3;13]:[-1,-5;12]:[-3,-12;14]:[-5,-2;10]:[-33,-28;13]:
[0,0;0]:[29,18;13]:[1,15;13]:[-27,-2;14]:[-5,-12;14]:[5,-3;12]:[-1,-12;12]:[-3,0;7]:[-17,18;12]:[-7,-3;12]:[17,6;14]:[-15,-5;13]:[3,7;12]:[33,-12;14]:[-9,-2;10]:[11,-12;13]:
[0,0;0]:[-13,-1;10]:[5,10;10]:[3,-5;11]:[-3,-1;11]:[1,0;6]:[-3,3;9]:[-7,2;8]:[1,1;9]:[-1,-4;9]:[-9,-1;11]:[1,-2;10]:[3,-1;7]:[7,5;11]:[1,1;7]:[-3,-1;10]:
[0,0;0]:[13,0;12]:[21,3;12]:[-11,-4;13]:[11,10;13]:[1,7;11]:[7,-2;11]:[1,3;7]:[-9,0;11]:[5,-7;11]:[1,12;13]:[21,-1;12]:[7,-15;11]:[17,6;13]:[-1,0;9]:[11,2;12]:
[0,0;0]:[-1,0;13]:[15,-9;13]:[39,-28;14]:[33,34;14]:[11,-7;12]:[13,-6;12]:[1,2;7]:[21,4;12]:[-1,1;12]:[11,-12;14]:[-17,-5;13]:[13,3;12]:[19,-18;14]:[-3,0;10]:[-15,-14;13]:
[0,0;0]:[19,8;13]:[3,7;13]:[-5,-4;14]:[-3,10;14]:[-9,-3;12]:[9,10;12]:[-1,-1;7]:[1,4;12]:[3,9;12]:[-49,-20;14]:[3,-5;13]:[-15,-9;12]:[39,-26;14]:[9,-8;10]:[-19,10;13]:
[0,0;0]:[5,-9;10]:[-1,8;10]:[5,-5;11]:[-5,3;11]:[-3,-1;7]:[-5,-1;9]:[1,0;8]:[-1,1;9]:[9,2;9]:[17,-1;11]:[-5,-4;10]:[-1,-1;6]:[1,1;11]:[-1,1;7]:[-5,3;10]:
[0,0;0]:[-3,3;11]:[7,-6;11]:[13,-9;12]:[-9,-9;12]:[-5,6;10]:[-5,7;10]:[1,2;6]:[-9,1;10]:[-5,0;10]:[-7,-5;12]:[-17,-10;11]:[-3,2;10]:[5,-3;12]:[-1,1;8]:[7,-1;11]:
[0,0;0]:[-11,3;12]:[-17,2;12]:[5,-1;13]:[15,15;13]:[-5,-2;11]:[3,-1;11]:[-3,0;7]:[-17,-7;11]:[-13,8;11]:[17,-13;13]:[-9,-2;12]:[13,-6;11]:[13,21;13]:[-1,-3;9]:[-1,-1;12]:
[0,0;0]:[5,-5;12]:[-1,2;12]:[21,7;13]:[-33,23;13]:[11,6;11]:[-13,-9;11]:[1,0;7]:[-1,1;11]:[3,8;11]:[-31,-5;13]:[7,-2;12]:[-3,2;11]:[-3,13;13]:[-1,-3;9]:[15,-9;12]:
[0,0;0]:[-1,0;9]:[-1,-3;9]:[-9,-4;10]:[1,-2;10]:[5,3;8]:[1,2;8]:[-1,0;5]:[1,0;8]:[3,3;8]:[11,-4;10]:[7,-7;9]:[-1,1;8]:[3,2;10]:[1,0;6]:[1,-2;9]:
