[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[-3,26;17]:[155,225;20]:[391,-475;21]:[-33,-13;20]:[-17,107;19]:[101,-293;21]:[-161,-195;20]:[35,55;22]:[-241,249;22]:[-439,42;21]:[-367,-174;20]:[227,115;22]:[-55,87;22]:[-35,44;21]:[17,32;20]:
[0,0;0]:[-21,34;15]:[137,-60;18]:[-139,120;19]:[21,18;18]:[33,42;17]:[-49,-68;19]:[-107,-76;18]:[21,30;20]:[-355,-28;20]:[-19,203;19]:[81,113;18]:[221,138;20]:[-117,84;20]:[-123,81;19]:[-27,27;18]:
[0,0;0]:[51,-10;16]:[171,-49;19]:[-17,-77;20]:[-57,29;19]:[-89,25;18]:[-195,-51;20]:[-241,-45;19]:[-109,101;21]:[-153,431;21]:[165,-124;20]:[225,24;19]:[-349,-447;21]:[-207,161;21]:[113,-74;20]:[33,-10;19]:
[0,0;0]:[-71,-18;18]:[39,191;21]:[403,371;22]:[-5,57;21]:[-93,-15;20]:[-247,-299;22]:[-165,227;21]:[599,-1043;23]:[155,-41;23]:[-239,-76;22]:[113,16;21]:[359,-119;23]:[-35,521;23]:[-243,-578;22]:[-7,358;21]:
[0,0;0]:[19,-9;14]:[-75,45;18]:[45,85;19]:[-207,-19;18]:[105,35;17]:[95,23;19]:[17,-39;18]:[-151,-205;20]:[-315,-35;20]:[-113,-66;19]:[189,-116;18]:[-263,-1;20]:[-45,-85;20]:[11,76;19]:[57,-22;18]:
[0,0;0]:[127,-10;18]:[-11,-375;21]:[137,-107;22]:[-335,-97;21]:[-295,-65;20]:[-277,-125;22]:[-239,101;21]:[485,387;23]:[97,-783;23]:[-645,160;22]:[147,-172;21]:[-651,471;23]:[199,303;23]:[159,62;22]:[331,166;21]:
[0,0;0]:[47,-100;17]:[3,247;20]:[-393,-93;21]:[-169,-99;20]:[15,-95;19]:[-187,157;21]:[39,75;20]:[91,37;22]:[-769,15;22]:[-443,212;21]:[9,116;20]:[-53,-63;22]:[441,193;22]:[-79,-154;21]:[-199,-182;20]:
[0,0;0]:[15,-26;18]:[265,1;21]:[509,253;22]:[-187,295;21]:[-115,15;20]:[-441,27;22]:[341,-163;21]:[441,-349;23]:[341,-167;23]:[-209,-20;22]:[-1,56;21]:[745,-441;23]:[499,391;23]:[563,610;22]:[87,-334;21]:
[0,0;0]:[11,-3;12]:[-47,72;18]:[-71,-4;19]:[17,-136;18]:[-119,-34;17]:[75,84;19]:[-131,24;18]:[-263,-78;20]:[249,68;20]:[-99,21;19]:[107,11;18]:[369,54;20]:[-145,44;20]:[45,35;19]:[155,-91;18]:
[0,0;0]:[111,-10;18]:[389,-51;21]:[-71,-199;22]:[33,-285;21]:[409,35;20]:[315,-273;22]:[161,345;21]:[709,71;23]:[401,405;23]:[-109,-28;22]:[379,16;21]:[629,-197;23]:[791,-213;23]:[-217,290;22]:[259,130;21]:
[0,0;0]:[37,-94;17]:[-403,-85;20]:[-103,183;21]:[-127,-107;20]:[-7,145;19]:[123,-287;21]:[-55,-145;20]:[77,117;22]:[481,171;22]:[-25,-162;21]:[51,-10;20]:[205,137;22]:[-185,373;22]:[-461,156;21]:[-261,-88;20]:
[0,0;0]:[-15,-7;16]:[71,78;19]:[155,126;20]:[-217,36;19]:[-25,-40;18]:[9,-154;20]:[-133,150;19]:[403,136;21]:[-69,42;21]:[59,-121;20]:[-137,139;19]:[-149,156;21]:[-467,-370;21]:[-117,57;20]:[91,-155;19]:
[0,0;0]:[-5,-22;16]:[43,-61;19]:[-81,-73;20]:[23,-191;19]:[55,-51;18]:[-227,-231;20]:[207,-41;19]:[3,-343;21]:[-57,83;21]:[317,168;20]:[-103,-36;19]:[-269,165;21]:[-367,157;21]:[185,-6;20]:[137,-86;19]:
[0,0;0]:[-47,-32;15]:[37,31;18]:[97,51;19]:[17,-103;18]:[-95,69;17]:[3,197;19]:[-63,-45;18]:[325,-31;20]:[-71,103;20]:[191,66;19]:[-29,-18;18]:[-187,53;20]:[271,-71;20]:[-69,96;19]:[75,56;18]:
[0,0;0]:[123,72;17]:[77,5;20]:[17,361;21]:[-143,-85;20]:[-159,91;19]:[467,-177;21]:[105,-47;20]:[61,39;22]:[25,101;22]:[179,220;21]:[-125,-68;20]:[-51,-69;22]:[623,-133;22]:[167,-390;21]:[-69,-170;20]:
